título_2018;links_2018;autores_e_universidades_2018;code_area;area;id_doc
BRASIL SEM IMIGRANTES: ESTIMATIVAS DE LONGO PRAZO BASEADAS EM MICRODADOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-4dae5ad4422800adfa34d11a19ff8dda.pdf;LEONARDO MONASTERIO (IPEA) - DANIEL LOPES (IPEA);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc68
CANAIS DE CRESCIMENTO ECONÔMICO A PARTIR DO CAPITAL HUMANO: UMA ANÁLISE EM PAINEL DINÂMICO PARA O BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-91eb78507652be81c311b5179a3e52d3.pdf;SILVIO DA ROSA PAULA (UFPEL) - DANIEL DE ABREU PEREIRA UHR (UFPEL) - MARIANA FIALHO FERREIRA (UFES) - MARCELO DE OLIVEIRA PASSOS (UFPEL) - JULIA GALLEGO ZIERO UHR (UFPEL);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc69
COMPREENDENDO A TRANSFORMAÇÃO ESTRUTURAL: UMA ANÁLISE EMPÍRICA DE SEUS DETERMINANTES E EFEITOS SOBRE A PRODUTIVIDADE;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-56fca96f680f751c6f32cf80bf7442de.pdf;ADRIANO EDGAR SOUSA DUARTE (PMVV) - MARIANA FIALHO FERREIRA (UFES);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc70
CONCENTRAÇÃO E INTENSIDADE DO CONHECIMENTO NOS SETORES E SEUS EFEITOS SOBRE OS RETORNOS DA EDUCAÇÃO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-e3168b9737a299f25a6d3efcbda2cf2f.pdf;MICHELE APARECIDA NEPOMUCENO PINTO (UEM) - JOILSON DIAS (UEM);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc71
CRESCIMENTO, DISTRIBUIÇÃO DE RENDA E UTILIZAÇÃO DA CAPACIDADE PRODUTIVA NUM MODELO PÓS-KEYNESIANO COM CONSISTÊNCIA ENTRE ESTOQUES E FLUXOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-d53c56a51bb65ae7b9f26f43ffbde947.pdf;JOSÉ LUIS DA COSTA OREIRO  (UnB) - ARRIGO VALÊNCIO (UFMG) - LUCIANO CARVALHO (UFV) - EVALDO HENRIQUE DA SILVA (UFV);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc72
DISTRIBUIÇÃO FUNCIONAL DA RENDA: ASPECTOS CONCEITUAIS E METODOLÓGICOS E UMA ANÁLISE DE DECOMPOSIÇÃO PARA A PARCELA SALARIAL NO BRASIL (1995-2015);https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-01bf72ac8a55d6e12e687238119138fa.pdf;HUGO ARAUJO SARAMAGO (UFRJ/IE) - FÁBIO NEVES PERÁCIO DE FREITAS (UFRJ) - CARLOS AGUIAR DE MEDEIROS (UFRJ);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc73
EFEITO DA FINANCEIRIZAÇÃO SOBRE A PRODUTIVIDADE DO TRABALHO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-96ad5879a2162a56db6a90bdb0e5d469.pdf;LUCCAS ASSIS ATTÍLIO (UFOP);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc74
EFEITO DAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR SOBRE O CRESCIMENTO ECONÔMICO LOCAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-ec781425e7290b0ea8897027643d24f8.pdf;LEILYANNE VIANA NOGUEIRA (UFC/CAEN) - RONALDO DE ALBUQUERQUE E ARRAES (UFC/CAEN);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc75
FISCAL DESCENTRALIZATION AND ECONOMIC GROWTH: EVIDENCE FROM BRAZILIAN STATES;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-be6ff92d0ddb81382ea743a17fec0045.pdf;EDUARDA MACHOSKI (UFPB) - PEDRO JORGE HOLANDA ALVES (UFPB) - JEVUKS MATHEUS ARAÚJO (UFPB);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc76
GOVERNMENT EXPENDITURE CEILING AND PUBLIC DEBT DYNAMICS IN A DEMAND-LED MACROMODEL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-8bb7598c8c5eb9300dc91de2beb987c7.pdf;RAFAEL RIBEIRO (UFMG/CEDEPLAR) - GILBERTO TADEU LIMA (USP);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc77
IF BAD MONEY DRIVES OUT GOOD MONEY: DEUNIONISATION AND PRODUCTIVITY SLOWDOWN;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-c7db9cfda41e6dd709ce2ec007103fe0.pdf;MARCELO DE CARVALHO PEREIRA (UNICAMP/IE) - GIOVANNI DOSI (SCUOLA SANT'ANNA) - RICHARD FREEMAN (HARVARD UNIVERSITY) - ANDREA ROVENTINI (SCUOLA SANT'ANNA) - MARIA ENRICA VIRGILLITO (UNIVERSITA' CATTOLICA DEL SACRO CUORE);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc78
IMPACTO DA QUALIDADE DAS INSTITUIÇÕES NAS PERCEPÇÕES DE CONFIANÇA INSTITUCIONAL: UMA ANÁLISE DO CASO BRASILEIRO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-85db9cb87858598aa549a2d3b691cc37.pdf;VALDEIR SOARES MONTEIRO (UFPE) - LUCILENA FERRAZ CASTANHEIRA CORRÊA (UFPE) - KLEBSON HUMBERTO DE LUCENA MOURA (UFPE);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc79
INCOME DISTRIBUTION, REAL EXCHANGE RATE AND CAPITAL ACCUMULATION: EMPIRICAL EVIDENCES FROM BRAZILIAN INDUSTRIAL SECTORS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-de40aa2e4056d8a0478d0d266573365f.pdf;HUGO CARCANHOLO IASCO PEREIRA (UFMG/CEDEPLAR) - GILBERTO LIBÂNIO (UFMG/CEDEPLAR) - FABRÍCIO MISSIO (UFMG/CEDEPLAR);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc80
INDICADOR DE DESENVOLVIMENTO INSTITUCIONAL MUNICIPAL: IMPACTOS SOBRE A ECONOMIA DOS MUNICÍPIOS BRASILEIROS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-b46a0988eb67b3e5b2cc5c16a618b90f.pdf;LUCAS LEÃO  (UFJF) - HILTON MANOEL DIAS RIBEIRO (UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF/ CAMPUS GV) - SUZANA QUINET DE ANDRADE BASTOS  (UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF) - ANA MARIA HERMETO (UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc81
INSTITUIÇÕES, CRESCIMENTO E ESTABILIDADE ECONÔMICA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-a33d19e9796aee973c0c3e2cae725895.pdf;ALINE GADELHA DE PAULA (UCB) - JOSÉ ANGELO DIVINO (UCB);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc82
MUDANÇA ESTRUTURAL, HIATO TECNOLÓGICO E CAPITAL HUMANO EM UM MODELO NORTE-SUL DE CRESCIMENTO COM RESTRIÇÃO NO BALANÇO DE PAGAMENTOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-f2e556d475dae02190fc23e6cdbee8aa.pdf;LUCIANO FERREIRA GABRIEL (UFV) - FREDERICO G. JAYME JR.  (UFMG) - JOSÉ LUIS OREIRO (UNB);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc83
ON THE EVOLUTION OF INCOME ELASTICITIES OF IMPORTS AND THIRLWALL’S LAW: A BAYESIAN ANALYSIS FOR LATIN AMERICA (1970 – 2015);https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-87a8b530b5cf5c1395636b87b546fa83.pdf;ANDREZA APARECIDA PALMA (UFSCAR) - DIEGO FERREIRA (UFPR);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc84
STRUCTURAL CHANGE IN THE BRAZILIAN ECONOMY: A STRUCTURAL DECOMPOSITION ANALYSIS FOR 2000-2014;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-0a216063e615e7a838b74d0da21f0c5d.pdf;PATIEENE ALVES PASSONI (UFRJ) - FABIO FREITAS (UFRJ);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc85
STRUCTURALIST GOODWIN CYCLES WITH EVOLUTIONARY SUPPLY SIDE AND BALANCE OF PAYMENTS CONSTRAINTS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-8e1494c02d6d17007a95a31d8827ea5d.docx;DANILO SPINOLA (UNU-MERIT);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc86
THE TROUBLE WITH HARROD: THE FUNDAMENTAL INSTABILITY OF THE WARRANTED RATE IN THE LIGHT OF THE SRAFFIAN SUPERMULTIPLIER;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-8bc751d279db436eca3e6813ccc3fe74.pdf;FABIO NEVES PERACIO DE FREITAS (UFRJ) - FRANKLIN SERRANO (UFRJ) - GUSTAVO BHERING (UFRJ);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc87
WAGE- AND PROFIT-LED GROWTH REGIMES: A PANEL DATA APPROACH;https://www.anpec.org.br/encontro/2018/submissao/files_I/i6-268bf17a5976187a1d423e790410ad58.pdf;GUILHERME DE OLIVEIRA (UFSC) - EDUARDO PRADO SOUZA (UFSC);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições;doc88
A ALTA NOS PREÇOS DE COMMODITIES NOS ANOS 2000 CONTRIBUIU PARA AS EXPORTAÇÕES BRASILEIRAS DE MANUFATURADOS? UMA AVALIAÇÃO EMPÍRICA PARA PARCEIROS SELECIONADOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-1b24d6d39b8f1ab1a91d9da070146fec.pdf;SABRINA MONIQUE SCHENATO BREDOW (UFRGS) - MARCOS TADEU CAPUTI LÉLIS (UNISINOS) - LUCIANE FRANKE (UNISINOS) - ANDRÉ MOREIRA CUNHA (UFRGS);i7;Área 7 - Economia Internacional;doc89
ABERTURA FINANCEIRA E A INCIDÊNCIA DA CRISE FINANCEIRA GLOBAL DE 2008-2009;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-1a5880eaee4ebf01f6d1fcb2921043af.docx;MARCOS SANTOS DE OLIVEIRA JÚNIOR (UFU) - ADERBAL OLIVEIRA DAMASCENO (UFU);i7;Área 7 - Economia Internacional;doc90
BRAZILIAN AGRICULTURAL EXPORTS: HOW QUALITY MATTERS?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-31fea02e1d898fa3332ae1584ab40e93.pdf;FERNANDA APARECIDA SILVA (UFV/ PPGEA) - CARLOS OTÁVIO DE FREITAS (UFRRJ);i7;Área 7 - Economia Internacional;doc91
COMO O FLUXO DE EXPORTAÇÃO BRASIL-EUA RESPONDE ÀS FLUTUAÇÕES DA VOLATILIDADE DA TAXA DE CÂMBIO (2000-2017);https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-ed32bb74f60b2ffa39ad8b7e91c31d27.pdf;DANILO L. PIRES (UFJF) - CLAUDIO R. FÓFFANO VASCONCELOS (UFJF);i7;Área 7 - Economia Internacional;doc92
CORPORATE DEBT EXPANSION IN EMERGING COUNTRIES AFTER 2008:  PROFILE, DETERMINANTS AND FINANCIAL STABILITY IMPLICATIONS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-a4bc3caa7fc3f0ffae68df6f498f5c28.pdf;CRISTIANO BOAVENTURA DUARTE (UNIV SORBONNE PARIS CITÉ/UFRJ/ BANCO CENTRAL BRASIL );i7;Área 7 - Economia Internacional;doc93
DETERMINANTS OF BRAZILIAN EXPORTS BY LEVELS OF TECHNOLOGICAL INTENSITY: A GRAVITY MODEL ANALYSIS USING THE PPML ESTIMATOR;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-81ba38c56b19b01f5bf2d8e98ddbc69c.pdf;EDSON ROBERTO VIEIRA (UFG) - DANIEL HENRIQUE ALVES REIS (UFG);i7;Área 7 - Economia Internacional;doc94
EXPORTAÇÕES, PRODUTIVIDADE E INTENSIDADE DOS FATORES: EVIDÊNCIAS PARA AS FIRMAS BRASILEIRAS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-dba9beb1ffdf63ddb133a738a4f95b0a.pdf;DIEISON LENON CASAGRANDE (UFPE/PIMES) - ÁLVARO BARRANTES HIDALGO (UFPE/PIMES) - PAULO RICARDO FEISTEL (PPGED/UFSM);i7;Área 7 - Economia Internacional;doc95
FLOODING OF CHINESE GOODS AND ITS IMPACTS IN OTHER COUNTRIES’ EXPORTS:  A FIRM-LEVEL INVESTIGATION;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-2d2e7b40cb973967a1795f14823ba76b.pdf;FILIPE LAGE DE SOUSA (BNDES);i7;Área 7 - Economia Internacional;doc96
IMPACTO DAS MEDIDAS NÃO-TARIFÁRIAS SOBRE O COMÉRCIO DE VALOR ADICIONADO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-b5f0efaf9dd27704a639e50490a483d2.pdf;INÁCIO FERNANDES DE ARAÚJO JUNIOR (UFJF) - FERNANDO SALGUEIRO PEROBELLI (UFJF) - WESLEM RODRIGUES FARIA (UFJF);i7;Área 7 - Economia Internacional;doc97
IMPACTOS DA OMC SOBRE O COMÉRCIO DE PRODUTOS  PRIMÁRIOS, TÊXTEIS E INDUSTRIAIS.;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-fbe7451ed6e69b27d062c90c3a47e92d.pdf;MAGNUS DOS REIS (UFRGS) - ANDRÉ FILIPE ZAGO DE AZEVEDO (UNISINOS) - SABINO DA SILVA PÔRTO JÚNIOR (UFRGS);i7;Área 7 - Economia Internacional;doc98
INVESTIMENTO ESTRANGEIRO DIRETO E COMÉRCIO EM UM MUNDO FRAGMENTADO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-198e3b7482fe37ca5575eac76e649c69.pdf;HELIS CRISTINA ZANUTO ANDRADE SANTOS (UFRJ/IE) - MARTA REIS CASTILHO (UFRJ);i7;Área 7 - Economia Internacional;doc99
LATIN AMERICA AND CHINA: MUTUAL BENEFITS OR DEPENDENCY? AN APPROACH OF COMPUTABLE GENERAL EQUILIBRIUM FOR SELECTED COUNTRIES;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-0563c3697a384679287b925361633407.pdf;DAMARES LOPES AFONSO (UFJF) - SUZANA QUINET DE ANDRADE BASTOS (UNIVERSIDADE FEDERAL DE JUIZ DE FORA) - FERNANDO SALGUEIRO PEROBELLI (UNIVERSIDADE FEDERAL DE JUIZ DE FORA);i7;Área 7 - Economia Internacional;doc100
O IMPACTO DAS EXPORTAÇÕES CHINESAS NAS EXPORTAÇÕES DO BRASIL E DO MÉXICO: UM MODELO DE DADOS EM PAINEL DINÂMICO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-bd5f7afb7f6fcc9aefc82e82fddf76ec.pdf;LUCIANE FRANKE (UNISINOS) - JOSÉ ROBERTO IGLESIAS (UNISINOS) - MARCOS TADEU CAPUTI LÉLIS (UNISINOS) - ALEXSANDRO MARIAN CARVALHO (UNISINOS);i7;Área 7 - Economia Internacional;doc101
PREÇO DE COMMODITIES E FENÔMENOS NO MOVIMENTO DE CAPITAIS DE ECONOMIAS EMERGENTES;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-97a0de2eff1994435a6a44116ef3c31a.pdf;ELIENE DE SÁ FARIAS (UFV/ PPGEA) - LEONARDO BORNACKI DE MATTOS (UFV/PPGEA) - FABRÍCIO DE ASSIS CAMPOS VIEIRA (UFV/ME);i7;Área 7 - Economia Internacional;doc102
SENTIMENTO DE NOTÍCIAS E INVESTIMENTO ESTRANGEIRO EM CARTEIRA NO BRASIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-6d34541a69e8ff37a6770bb1de8f88c9.pdf;LEILANE DE FREITAS ROCHA CAMBARA (UFSC) - ROBERTO MEURER (UFSC);i7;Área 7 - Economia Internacional;doc103
THE EXPORT OF COMMODITIES AND THE VALIDITY OF THE EXPORT-LED GROWTH (ELG) HYPOTHESIS FOR THE BRAZILIAN ECONOMY: AN ANALYSIS OF THE COMMODITY BOOM PERIOD;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-a57d039bd4ab09f913fccd6c24331747.pdf;TIAGO LUIZ PESQUERO (UFMT) - ANIELA FAGUNDES CARRARA (UFMT - CAMPUS RONDONÓPOLIS);i7;Área 7 - Economia Internacional;doc104
VOLATILIDADE DO CÂMBIO E SEUS EFEITOS SOBRE A EXPORTAÇÃO BRASILEIRA: O VIÉS DA MEDIDA DA VOLATILIDADE.;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-50885f9085916ca5adf0ba62fff4c8f8.pdf;DANIEL MORAIS DE SOUZA (UFJF) - FABIO JÚNIOR CLEMENTE GAMA (UFJF) - JÚLIA GOES DA SILVA CARMO (UFJF) - CLÁUDIO R FÓFFANO VASCONCELOS (UFJF);i7;Área 7 - Economia Internacional;doc105
VOLATILITY SPILLOVER EFFECT FROM COMMODITIES TO BRAZILIAN STOCK MARKETS IN THE PERIOD 2000‒2016: IS THERE A POSSIBILITY OF DIVERSIFICATION?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i7-bd505b5fa4f0f6f5c6c49906ee33b00d.pdf;PEDRO RAFFY VARTANIAN (MACKENZIE);i7;Área 7 - Economia Internacional;doc106
A EFICIÊNCIA DAS INSTITUIÇÕES DE ENSINO SUPERIOR PÚBLICAS E PRIVADAS PARA O CURSO DE CIÊNCIAS ECONÔMICAS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-d46c213970aa1327a6da12fb8bee44e3.pdf;FELIPE CÉSAR MARQUES (UEM) - MARCIA REGINA GABARDO DA CAMARA (UEL);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc107
A ESPIRAL DE ANTI-SELEÇÃO NO MERCADO BRASILEIRO DE PLANOS DE SAÚDE INDIVIDUAIS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-b2be9c0ab04874a28375de9c9de07928.pdf;ANA CAROLINA MAIA (USP/FEA) - JOÃO VINÍCIUS DE FRANÇA CARVALHO (USP/FEA);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc108
A PERSISTÊNCIA DO DESEMPENHO DO ÍNDICE IBOVESPA ENTRE 2013 E 2018;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-2bbda13a932e0e3f4b274f20f1fb55b5.pdf;JOÃO PAULO CARNIATO GENTA (UEM) - VALDELEI PERETTI FILHO (UNIVERSIDADE ESTADUAL DE MARINGÁ) - EDNALDO MICHELLON (UNIVERSIDADE ESTADUAL DE MARINGÁ);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc109
AS POLÍTICAS MACROPRUDÊNCIAIS E A CONCORRÊNCIA BANCÁRIA ENTRE 2009 E 2016;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-868b9f9a6a93beb618c55142cf1ce076.pdf;MARCELO HENRIQUE SHINKODA SANTOS (UFV/ PPGEA) - MARCELO JOSÉ BRAGA (UFV / PPGEA);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc110
COULD YOU PLEASE SPARE ME A MOMENT? THE TWO-STAGE SURVEY GAME.;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-ff6c9f0af3d5af36d3ae1363d8289036.pdf;FELIPE WOLK TEIXEIRA (UFRGS) - MARCELO DE CARVALHO GRIEBELER (UFRGS);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc111
CRIME E PUNIÇÃO NA FIRMA: A ITERAÇÃO ENTRE TRABALHADOR INFRATOR, EMPREGADOR E PODER JUDICIÁRIO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-e997dbf99a834f1903f4fc21d1fb92f7.pdf;JOSE FREIRE JUNIOR (IPECE) - MAURICIO BENEGAS (CAEN/UFC);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc112
DOAÇÕES ELEITORAIS DE EMPRESAS E PRESTADORES DE SERVIÇOS GERAM FAVORECIMENTO EM COMPRAS PÚBLICAS?;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-1a684bd73024c77b429fb8097d20280a.pdf;ANDRÉA FERREIRA DA SILVA (UFPB) - ALÉSSIO TONY CAVALCANTI DE ALMEIDA (UFPB) - HILTON MARTINS DE BRITO RAMALHO (UFPB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc113
EFEITO DA REDE SOCIAL NA PROBABILIDADE DE PARTICIPAÇÃO DA FAMÍLIA NO PROGRAMA BOLSA FAMÍLIA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-fda0b354e821518c7fe4affdf5b77733.pdf;JÉSSICA FACIROLI (UFJF) - RICARDO DA SILVA FREGUGLIA (UFJF) - MARCEL DE TOLEDO VIEIRA (UFJF) - MARCELO ARBEX (UNIVERSIDADE DE WINDSOR );i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc114
EFEITO DE PARES EM ACTIVE LEARNING: EXPLORANDO ALOCAÇÃO EXÓGENA DE GRUPOS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-58464038675a62ee5a61d19dee204c50.pdf;VINICIUS GOMES DE LIMA (FGV-SP/EESP) - VLADIMIR PONCZEK (FGV/EESP) - PRISCILLA TAVARES (FGV/EESP);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc115
EFEITOS DO IMPEACHMENT PRESIDENCIAL NO VALUE AT RISK DAS AÇÕES NEGOCIADAS NA BOLSA DE VALORES DE SÃO PAULO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-b436a1cf297d323dec971d0f91099037.pdf;FRANKLIN ALVES DE OLIVEIRA (UFC/CAEN) - LEANDRO ROCCO (CAEN/UFC);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc116
ESTIMAÇÃO DOS PARÂMETROS DE IMPACIÊNCIA E AVERSÃO AO RISCO NO MERCADO IMOBILIÁRIO BRASILEIRO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-3bff16eda98e058754728d5d5bd0b6f3.pdf;ANA LUIZA OLIVEIRA CHAMPLONI (UCB) - PAULA VIRGÍNIA TÓFOLI (UCB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc117
ESTIMANDO AVERSÃO AO RISCO E EFEITO INCENTIVO COM UM EXPERIMENTO LABORATORIAL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-19547d353d44d587505cb1a64ffbadb1.pdf;RICARDO BRITO SOARES (UFC/CAEN) - PATRÍCIA SIMÕES (UFC_CAEN);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc118
PROPERTY RIGHTS IN ILLICIT DRUG MARKETS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-2672e85648f317754c379f0b0ed4e0b3.pdf;JEFFERSON DONIZETI PEREIRA BERTOLAI (USP/FEA-RP) - LUIZ GUILHERME SCORZAFAVE (FEARP/USP);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc119
RISCO DE CRÉDITO E A TRANSMISSÃO DA POLÍTICA MONETÁRIA PELO CANAL DO CRÉDITO: O CASO BRASILEIRO;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-4a96063fbc49252f7c608df1dc710ed9.docx;FERNANDA DANTAS ALMEIDA (UCB) - JOSÉ ANGELO DIVINO (UNIVERSIDADE CATÓLICA DE BRASÍLIA);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc120
SHORT-TERM PREDICTABILITY OF STOCK MARKET INDEXES FOLLOWING LARGE DRAWDOWNS AND DRAWUPS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-d986d7f155bf835e9acb153df277602b.pdf;VINICIUS RATTON BRANDI (BACEN);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc121
THE HOUSE-MONEY EFFECT, ESCALATION OF COMMITMENT AND TESTOSTERONE (2D:4D RATIO): AN EXPERIMENTAL APPROACH;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-422094744dceff2f40fac3a2b4c0a19e.pdf;ANDERSON MUTTER TEIXEIRA (UFG) - BENJAMIN M. TABAK (FGV-DF) - DANIEL O. CAJUEIRO (UNB);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc122
VOLATILITY ESTIMATION FOR BITCOIN ON BRAZILIAN MARKET: SPECULATIVE TRADING APPROACH AND GARCH MODELS COMPARISON;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-567cc0dc7ba75806909f99888058cfc9.pdf;EMANUELLE NAVA SMANIOTTO (UFRGS) - GIACOMO BALBINOTO NETO (UFRGS);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc123
VOLUME, APRENDIZAGEM E ECONOMIAS DE ESCALA NO SETOR HOSPITALAR BRASILEIRO: O CASO DA ARTROPLASTIA DE QUADRIL;https://www.anpec.org.br/encontro/2018/submissao/files_I/i8-80686547480488e7feab6132f0eaa2d6.pdf;PEDRO HENRIQUE SOARES LEIVAS (FURG) - PAULO DE ANDRADE JACINTO (UFPR) - ANDERSON MOREIRA ARISTIDES DOS SANTOS (UFAL) - CESAR AUGUSTO OVIEDO TEJADA (UFPEL);i8;Área 8 - Microeconomia, Métodos Quantitativos e Finanças;doc124
AVALIAÇÃO DO PROGRAMA DE SUBVENÇÃO ECONÔMICA À INOVAÇÃO: CARACTERÍSTICAS DAS EMPRESAS BENEFICIÁRIAS E IMPACTOS SETORIAIS;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-82f92e14dda480fd04c2712f77fea5f9.pdf;DOMITILA SANTOS BAHIA (UFJF) - EDUARDO GONÇALVES (UFJF) - ADMIR ANTÔNIO BETARELLI JUNIOR (UFJF);i9;Área 9 - Economia Industrial e da Tecnologia;doc125
CARBON FUELS FOREVER? ENTENDENDO O APROFUNDAMENTO DO LOCK-IN NO CARBONO A PARTIR DE UM ESTUDO SOBRE PATENTES DE PETROLÍFERAS NUMA ABORDAGEM EVOLUCIONÁRIA;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-058b354ecfc40b33da71d03ccbd27026.pdf;GUILHERME NASCIMENTO GOMES (UNICAMP/DPCT) - ROSANA ICASSATTI CORAZZA (UNICAMP);i9;Área 9 - Economia Industrial e da Tecnologia;doc126
CONDIÇÕES NECESSÁRIAS E SUFICIENTES PARA A CAPACIDADE DE ABSORÇÃO DE EMPRESAS QUE INTERAGEM COM UNIVERSIDADES;https://www.anpec.org.br/encontro/2018/submissao/files_I/i9-60653722eb6737e2819a35c5cc823fbb.docx;JÚLIO EDUARDO ROHENKOHL (UFSM) - ANDRÉIA CUNHA DA ROSA (UNISINOS) - JANAINA RUFFONI (UNISINOS) - ORLANDO MARTINELLI (UFSM);i9;Área 9 - Economia Industrial e da Tecnologia;doc127
