título_2017;links_2017;autores_2017;code_area;area
EFEITOS DA POLÍTICA DE REDUÇÃO DO IPI SOBRE O MERCADO DE AUTOMÓVEIS NOVOS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-b800b127b8fe1398f5d2a206f9f9c785.pdf;CLAUDIO RIBEIRO DE LUCINDA (USP/FEA-RP) - LUAN MICHEL SOARES PEREIRA (USP/FEA-RP);i5;Área 5 - Economia do Setor Público
EFETIVAS OU NÃO? UM ESTUDO DOS EFEITOS DA INSTITUIÇÃO DE COTAS DE GÊNERO SOBRE O LEGISLATIVO LOCAL BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-9b75004fa1fe161faea2ac637bcf2391.pdf;SERGIO NARUHIKO SAKURAI (USP/FEA-RP) - JENIFER BARBOSA (FEA-RP/USP) - JAQUELINE ROSSALI (FEA-RP/USP);i5;Área 5 - Economia do Setor Público
ELECTRONIC VOTING AND SOCIAL SPENDING: THE IMPACT OF ENFRANCHISEMENT ON MUNICIPAL PUBLIC SPENDING IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-07aeb25c2be5d11ba825e2c7d4219e41.pdf;MAURICIO BUGARIN (UnB) - RODRIGO SCHNEIDER (UIUC) - DILOÁ ATHIAS (UIUC);i5;Área 5 - Economia do Setor Público
FISCAL DECENTRALIZATION AND REGIONAL INEQUALITY IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-0b00a35e65eadbc6aac5050074078d93.pdf;JEVUKS MATHEUS DE ARAÚJO (UFPB);i5;Área 5 - Economia do Setor Público
IMPACTO HETEROGÊNEO DA BONIFICAÇÃO AOS DOCENTES DO ENSINO FUNDAMENTAL DO ESTADO DE SÃO PAULO SOBRE O DESEMPENHO ESCOLAR;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-fea0abae35131ea66a1f668408f9e262.pdf;DENIS DA SILVA MOREIRA (USP/FEA-RP) - LUIZ GUILHERME SCORZAFAVE (USP/FEA-RP);i5;Área 5 - Economia do Setor Público
MIGRAÇÃO PARTIDÁRIA E RESULTADOS DE POLÍTICA: EVIDÊNCIA PARA MUNICÍPIOS BRASILEIROS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-6fa552d797e877812f984cdfd18218b9.pdf;HENRIQUE AUGUSTO CAMPOS FERNANDEZ HOTT (USP/FEA-RP) - SERGIO NARUHIKO SAKURAI (USP/FEA-RP);i5;Área 5 - Economia do Setor Público
MITIGATING CORRUPTION THROUGH FISCAL TRANSPARENCY: A PANEL DATA APPROACH;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-d4a89660590a747a0316f17f1af25fff.pdf;PAULO HENRIQUE LOURENÇO LUNA (UNIVERSIDADE CANDIDO MENDES (UCAM - RJ)) - GABRIEL CALDAS MONTES (UFF );i5;Área 5 - Economia do Setor Público
MOBILIDADE ACADÊMICA INTERNACIONAL, EVASÃO E CONCLUSÃO NO ENSINO SUPERIOR BRASILEIRO: O CASO DO PROGRAMA CIÊNCIA SEM FRONTEIRAS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-d9e4fc721c74011942d0a53bfcf6c0a7.pdf;OTAVIO CANOZZI CONCEIÇÃO (PUC-RS) - LUIZ FELIPE CAMPOS FONTES (PUCRS) - MARCO TULIO ANICETO FRANÇA (PUCRS);i5;Área 5 - Economia do Setor Público
POLITICAL ALIGNMENT AND PUBLIC HEALTH CONDITIONS: AN EMPIRICAL APPROACH BASED ON A REGRESSION DISCONTINUITY DESIGN;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-3bbcaa77a78fb9eb1aac90b0ddc2a090.pdf;FLÁVIA CHEIN (UFJF) - MARIA IZABEL MENDES (UFJF);i5;Área 5 - Economia do Setor Público
UMA AVALIAÇÃO DE IMPACTO DA POLÍTICA DE PRIVATIZAÇÃO DE AEROPORTOS BRASILEIRA: UMA ABORDAGEM POR CONTROLE SINTÉTICO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-6fb31c8bbc3c0105d8c48528f813fa57.pdf;CAIO CORDEIRO DE RESENDE (UnB);i5;Área 5 - Economia do Setor Público
“KNOWLEDGE” OR “PRIVILEGE”: WHICH IS THE BEST INVESTMENT? ANALYZING THE IMPACT OF AFFIRMATIVE ACTION POLICIES ON HOUSEHOLD EDUCATIONAL INVESTMENTS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i5-ffd18cfd61134f39910c0121f7bd3ac6.pdf;ANDREZA D P LUCAS (UFPE);i5;Área 5 - Economia do Setor Público
O IMPACTO DOS GASTOS PÚBLICOS COM A INFÂNCIA NOS INDICADORES DE SAÚDE DOS MUNICÍPIOS BRASILEIROS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-7e8c20e649e9209845e6858c94df39b3.pdf;AMANDA MARIA DE SOUZA SCUPINARI (INSPER) - NAERCIO AQUINO MENEZES FILHO (INSPER, USP);i13;Área 13 - Economia do Trabalho
 EVIDÊNCIAS SOBRE MANIPULAÇÃO DE REGRA E RISCO MORAL NO PROGRAMA SEGURO DESEMPREGO BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-72d4fa09771ac6e7543d5ca872a4a66d.pdf;GIBRAN DA SILVA TEIXEIRA (FURG) - GIÁCOMO BALBINOTTO NETO (PPGE/UFRGS);i13;Área 13 - Economia do Trabalho
DIFERENCIAIS COMPENSATÓRIOS DE SALÁRIO PARA TRABALHADORES COM PREFERÊNCIAS HETEROGÊNEAS: EVIDÊNCIAS PARA O CASO BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-17f51a9f318269b6fee6fe7cd70cfb7d.pdf;IGNÁCIO TAVARES DE ARAÚJO JÚNIOR (UFPB) - ALÉSSIO TONY CALVALCANTI DE ALMEIDA (UFPB);i13;Área 13 - Economia do Trabalho
EFEITOS DA OPÇÃO RELIGIOSA NO CAPITAL HUMANO: UM ESTUDO NOS MUNICÍPIOS BRASILEIROS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-7453313cd641595bfb348eb8c0ab1599.pdf;YARA CORRÊA GOMES (UnB);i13;Área 13 - Economia do Trabalho
EFEITOS DO AUMENTO DA PROTEÇÃO TRABALHISTA SOBRE TRABALHADORAS DOMÉSTICAS: IMPACTOS DA EC 72 E DO SIMPLES DOMÉSTICO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-5cb6a220b70234144a244660ad34ab5f.pdf;FELIPE MENDONÇA RUSSO (UFRJ/IE) - VALÉRIA LÚCIA PERO (UFRJ/IE);i13;Área 13 - Economia do Trabalho
EFEITOS DO CASAMENTO SOBRE AS DECISÕES DE ALOCAÇÃO DO TEMPO DAS FAMÍLIAS BRASILEIRAS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-0fb3552173a264359053aabea626b94d.pdf;RENATA CARDOSO  (UFPEL) - DANIEL DE ABREU PEREIRA UHR  (UFPEL) - REGIS AUGUSTO ELY  (UFPEL) - JULIA GALLEGO ZIERO UHR  (UFPEL);i13;Área 13 - Economia do Trabalho
ESPECIALIZAÇÃO NO MERCADO DE TRABALHO PARA JOGADORES DE FUTEBOL: EVIDÊNCIAS PARA O BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-ba782fbfa34bd71bf7c1b3fb1d294f0b.pdf;BRUNO DE PAULA ROCHA (UFABC) - RICARDO BATISTA POLITI (UFABC);i13;Área 13 - Economia do Trabalho
ESTIMANDO ESFORÇO DE BUSCA E RIGIDEZ DE MERCADO DE TRABALHO A PARTIR DE MODELOS DE TRANSIÇÃO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-81ec2f4e95e618cc585879e74d39dcc3.pdf;SILVANDO CARMO DE OLIVEIRA (UFC) - RICARDO BRITO SOARES (UFC/CAEN);i13;Área 13 - Economia do Trabalho
EVIDÊNCIAS DO EFEITO NEGATIVO DA DEPRESSÃO NOS RENDIMENTOS DAS MULHERES NO BRASIL: UMA ABORDAGEM DE VARIÁVEL INSTRUMENTAL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-d6c2ec83ba76aedf4351ab00560a6df4.pdf;FERNANDA SEIDEL OLIVEIRA (UNICAMP) - MARCELO JUSTUS (UNICAMP);i13;Área 13 - Economia do Trabalho
HETEROGENEOUS IMPACTS OF DOMESTIC OUTSOURCING ON WAGES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-0703085aa81928e9d87b9994ffdfec3d.pdf;CARLOS ALBERTO BELCHIOR (PUC-RIO) - GEOVANA LORENA BERTUSSI (UNB);i13;Área 13 - Economia do Trabalho
MERCADO DE TRABALHO E DISCRIMINAÇÃO: UMA ANÁLISE DAS DIFERENÇAS SALARIAIS E DISCRIMINAÇÃO POR GÊNERO NO BRASIL E MACRORREGIÕES (2004-2014);https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-c30a5ab7a118875b9c99e7c59249210d.pdf;IZABEL A. FAUSTINO (UNIVERSIDADE ESTADUAL DE LONDRINA) - ELISANGELA ARAUJO (UEM) - KATY MAIA (UEL);i13;Área 13 - Economia do Trabalho
RETORNO DA MULHER AO MERCADO DE TRABALHO: IMPACTO DA LICENÇA-MATERNIDADE;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-a1dce984011249fe59ff408396533c27.pdf;BRUNA ALVES (USP/FEA-RP) - ELAINE TOLDO PAZELLO (FEA-RP/USP) - LUIZ GUILHERME DÁCAR DA SILVA SCORZAFAVE (FEA-RP/USP);i13;Área 13 - Economia do Trabalho
RETORNO SALARIAL E PROBLEMAS CARDIOVASCULARES: EVIDÊNCIAS PARA O CASO BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-9e18aab1ef083a670da1a95484a64614.pdf;GIÁCOMO BALBINOTTO NETO (UFRGS) - VICTOR RODRIGUES DE OLIVEIRA (UFRGS) - EDUARDO DA SILVEIRA (UFRGS);i13;Área 13 - Economia do Trabalho
SEGURO-DESEMPREGO, MOBILIDADE E FORMALIZAÇÃO: UMA ANÁLISE DO CASO BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-264c8cfbf810a97c748aeb8dacfc536e.pdf;DANILO PAULA DE SOUZA (USP/FEA);i13;Área 13 - Economia do Trabalho
TRABALHO INFANTIL E PROGRAMAS DE TRANSFERÊNCIA DE RENDA: UMA ANÁLISE DO IMPACTO DO PROGRAMA BOLSA FAMÍLIA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-41250b64b91143e51cf7ead66e73ecf3.pdf;SHIRLEY PEREIRA DE MESQUITA (UFPB) - MARIA EDUARDA DE LIMA E SILVA (UFPB) - WALLACE PATRICK SANTOS DE FARIAS SOUZA (UFRGS) - VICTOR RODRIGUES DE OLIVEIRA (UFRGS);i13;Área 13 - Economia do Trabalho
TURNOVER, LEARNING BY DOING AND THE DYNAMICS OF PRODUCTIVITY IN BRAZIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-9a5bb1ebe21bcb1240db9f097eb72734.pdf;LEANDRO PEREIRA DA ROCHA (UFRJ/IE) - VALÉRIA LÚCIA PERO (UFRJ/IE) - CARLOS HENRIQUE CORSEUIL (IPEA);i13;Área 13 - Economia do Trabalho
UMA ANÁLISE DA DURAÇÃO DO EMPREGO NO BRASIL ENTRE 2003 E 2015;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-4834ddc6ea6817e1ca455806320fa6be.docx;MARCELA GIMENES BERA OSHITA (UEM) - VALDELEI PERETTI FILHO (UEM) - MARCOS AURÉLIO BRAMBILLA (UEM);i13;Área 13 - Economia do Trabalho
VOU DE TÁXI? UMA ANÁLISE DA OFERTA DE TRABALHO DE MOTORISTAS DE TÁXI NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-c25ec3425c41ae16cfc47a951206ee81.pdf;CRISTIANO AGUIAR DE OLIVEIRA (FURG) - GABRIEL COSTEIRA MACHADO (FURG);i13;Área 13 - Economia do Trabalho
WAGE DIFFERENTIAL AND DISABILITY IN BRAZIL - A PRODUCTIVE OR DISCRIMINATORY EFFECT?;https://www.anpec.org.br/encontro/2017/submissao/files_I/i13-d62e01957a09d5941d800be6f8a5acd5.pdf;NICOLE RENNÓ CASTRO (USP/ESALQ) - GUSTAVO CARVALHO MOREIRA (UFSCAR/SOROCABA) - RODRIGO PEIXOTO DA SILVA (USP/ESALQ);i13;Área 13 - Economia do Trabalho
A INFRAESTRUTURA DE TRANSPORTE RODOVIÁRIO E O CRESCIMENTO ECONÔMICO BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-b7e8fd29070d0c90e2335767b0fb0749.pdf;SARAH LIMA QUEIROZ (UFMG/CEDEPLAR) - ELAINE APARECIDA FERNANDES (UFV);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
A PARTICIPAÇÃO DA MÃE NO MERCADO DE TRABALHO E O DIFERENCIAL DE ANOS DE ESTUDO POR GÊNERO ENTRE ADOLESCENTES: EVIDÊNCIA PARA O BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-5a788ec1fa477204dec06d06fbb8a9ed.pdf;ANA CECÍLIA DE ALMEIDA (UFV) - JOÃO EUSTÁQUIO DE LIMA (UFV) - LORENA VIEIRA COSTA (UFV);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
AMBIENTE DE NEGÓCIOS E CRESCIMENTO ECONÔMICO BRASILEIRO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-f9cae407ab0e077ccb499c8c583f40da.pdf;MARCELO CURADO (UFPR) - THIAGO CURADO (FGV-SP/EESP);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
CAPACIDADE DE ABSORÇÃO DO INVESTIMENTO DIRETO ESTRANGEIRO NO BRASIL E SUA RELAÇÃO COM O CRESCIMENTO ECONÔMICO DO PAÍS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-c6d556c51ca0425ab0e2ffd9509bfbe3.pdf;GERALDO MOREIRA BITTENCOURT (UFJF) - LEONARDO BORNACKI DE MATTOS  (UFV);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
CAPITAL SOCIAL E POBREZA NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-c05ecf1b13c3baeba5d1e21567c10225.pdf;LILIAN LOPES RIBEIRO (UFC) - JAIR ANDRADE DE ARAÚJO (UFC);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
CARACTERÍSTICAS QUE INFLUENCIAM A PERCEPÇÃO DE CONFIANÇA NAS INSTITUIÇÕES E CORRUPÇÃO NO BRASIL.;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-ce1e327bdfdb04ff1bddaa4587cdfae3.docx;"VALDEIR SOARES MONTEIRO (UFPE) - WELLINGTON RIBEIRO JUSTO (URCA; PPGECON-CAA/UFPE.) - ROBERTA DE MORAES ROCHA (PPGECON-CAA/UFPE.) - LUCILENA FERRAZ CASTANHEIRA CORRÊA (PPGECON-CAA/UFPE.)";i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
CAUSES AND CONSEQUENCES OF HYSTERESIS: AGGREGATE DEMAND, PRODUCTIVITY AND EMPLOYMENT;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-940cc345b544ec4112b080f0cc85ef82.pdf;MARCELO DE CARVALHO PEREIRA (UNICAMP/IE) - GIOVANNI DOSI (SCUOLA SUPERIORE SANT'ANNA) - ANDREA ROVENTINI (SCUOLA SUPERIORE SANT'ANNA) - MARIA ENRICA VIRGILLITO (UNIVERSITÀ CATTOLICA);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
CORRUPÇÃO E CRESCIMENTO ECONÔMICO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-133a3e24960de788c9908449c5b7559d.pdf;JANIELLY AMORIM DE OLIVEIRA (UnB);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
DEBT-FINANCED KNOWLEDGE CAPITAL ACCUMULATION, CAPACITY UTILIZATION AND ECONOMIC GROWTH;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-fc70d55216e506f7075d826b15b76b1b.pdf;LAURA BARBOSA DE CARVALHO (USP/FEA) - GILBERTO TADEU LIMA (USP/FEA) - GUSTAVO PEREIRA SERRA (USP/FEA);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
DOES INEQUALITY BENEFIT GROWTH? NEW EVIDENCE USING A PANEL VAR APPROACH;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-8f4b9258b8349e15c8d628ccb4efdbc0.pdf;MARCELO EDUARDO ALVES DA SILVA (UFPE/PIMES);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
DOES REAL EXCHANGE RATE UNDERVALUATION REALLY PROMOTE ECONOMIC GROWTH?;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-05c325ccbdced74c540b9ccdf14a7189.pdf;RAFAEL RIBEIRO (USP/FEA) - JOHN S. L. MCCOMBIE (UNIVERSIDADE DE CAMBRIDGE, REINO UNIDO) - GILBERTO TADEU LIMA (UNIVERSIDADE DE SÃO PAULO, BRASIL);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
EFEITO DO CAPITAL HUMANO NO CRESCIMENTO: UMA NOVA PERSPECTIVA A PARTIR DAS INSTITUIÇÕES;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-a951164790b4eb35c955dbb08ae016c2.docx;FÁBIO JÚNIOR CLEMENTE GAMA (UFJF) - SUZANA QUINET DE ANDRADE BASTOS (UFJF) - GUILHERME SILVA CARDOSO (UFMG);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
INSTABILITY CONSTRAINTS AND DEVELOPMENT TRAPS: AN EMPIRICAL ANALYSIS OF GROWTH CYCLES AND ECONOMIC VOLATILITY;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-aaa255402dc08ee513d919451ccf08bd.pdf;DANILO SARTORELLO SPINOLA (UNU-MERIT);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
MANUFACTURING, ECONOMIC GROWTH AND REAL EXCHANGE RATE: EMPIRICAL EVIDENCES IN PANEL DATA ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-0d8a2cbfe866186855adafd4a40853b7.pdf;FREDERICO GONZAGA JAYME JR (UFMG/CEDEPLAR) - LUCIANO FERREIRA GABRIEL (UFV) - JOSÉ LUIS OREIRO (UNB);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
O QUE DETERMINA A MUDANÇA ESTRUTURAL? QUANTIFICANDO OS IMPACTOS DOS MERCADOS INTERNO E EXTERNO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-e674c86f1178740f7ef6181aa252c320.docx;CARLA POLIANA SANTOS ÁVILA (UFMG) - GUSTAVO BRITTO (UFMG/CEDEPLAR) - JORGE LUÍS TEIXEIRA ÁVILA (STN);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
POBREZA MULTIDIMENSIONAL NO BRASIL, 2000/2010;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-553d7f9bd37b937f7a42d929dfd72a57.pdf;ADRIANA STANKIEWICZ SERRA (FACAMP) - GASTON ISAIAS YALONETZKY (UNIVERSITY OF LEEDS, UK) - WALTER BELIK (IE/UNICAMP);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
SIMBIOSE E COEVOLUÇÃO ENTRE INDÚSTRIA E SERVIÇOS INTERMEDIÁRIOS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-1c77393a5f8f11188d6e7710afb49a04.pdf;ADILSON GIOVANINI (UFSC) - MARCELO AREND (UFSC);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
THE IMPACT OF INFRASTRUCTURE AND TAXATION ON ECONOMIC GROWTH;https://www.anpec.org.br/encontro/2017/submissao/files_I/i6-5ceff95ff1250bd4633e0b0e08259a4d.pdf;JOSE LAURINDO DE ALMEIDA (UFF) - HELDER FERREIRA DE MENDONÇA (UFF);i6;Área 6 - Crescimento, Desenvolvimento Econômico e Instituições
ABERTURA FINANCEIRA E CRISES FINANCEIRAS: EVIDÊNCIAS ECONOMÉTRICAS ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-8da0f4598e898fceb32835023613349c.pdf;ADERBAL OLIVEIRA DAMASCENO (UFU) - LIVIA NALESSO BAPTISTA (UFU);i7;Área 7 - Economia Internacional
AJUSTE DA TAXA DE CÂMBIO À PARIDADE COBERTA DA TAXA DE JURO NO BRASIL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-5fb3c25d907745c9f32a59f2ee71d922.pdf;PEDRO ROSSI (UNICAMP/IE) - ELIANE ARAUJO  (UEM) - NELSON BARBOSA (FGV/SP E UNB);i7;Área 7 - Economia Internacional
ASYMMETRIC EXCHANGE RATE PASS-THROUGH: EVIDENCE, INFLATION DYNAMICS AND POLICY IMPLICATIONS FOR BRAZIL (1999-2016);https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-ae80aa0ac932207fae50ee5432e915a8.pdf;ANDRÉ DE MELO MODENESI (UFRJ/IE) - VIVIANE LUPORINI (UFRJ/IE) - DÉBORA PIMENTEL (UFRRJ/IM);i7;Área 7 - Economia Internacional
CICLO FINANCEIRO GLOBAL E INTEGRAÇÃO FINANCEIRA NO BRASIL: UMA AVALIAÇÃO PARA O PERÍODO 1996-2016;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-1482a60b3ef27e1ff91c49b382c9bcc4.pdf;PEDRO PERFEITO DA SILVA (UFRGS) - ANDRÉ MOREIRA CUNHA (UFRGS);i7;Área 7 - Economia Internacional
COMÉRCIO INTERNACIONAL, SALÁRIOS E PRÊMIOS POR QUALIFICAÇÃO NOS MUNICÍPIOS BRASILEIROS NO DECÊNIO 2000-2010;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-c62f8d36bb37341a02f9c85b877466b7.docx;KRISLEY MENDES (UnB) - ÁLVARO BARRANTES HIDALGO (UFPE) - ANDRÉ ARAÚJO LUCHINE;i7;Área 7 - Economia Internacional
COMPETITIVIDADE INTERNACIONAL DO BRASIL À LUZ DA FRAGMENTAÇÃO DA PRODUÇÃO E DAS CADEIAS GLOBAIS DE VALOR;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-eb56c9800c524e70db960e0c48fc6b48.docx;CAMILA DO CARMO HERMIDA (UFU) - CLÉSIO LOURENÇO XAVIER (UNIVERSIDADE FEDERAL DE UBERLÂNDIA);i7;Área 7 - Economia Internacional
ECONOMIC COMPLEXITY AND TRADE: NEW EVIDENCES ON THE TECHNOLOGICAL GAP;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-bf8a2767d486def3c0e1c094b7151019.pdf;PAULO RICARDO DA SILVA OLIVEIRA (UNICAMP);i7;Área 7 - Economia Internacional
FLUXOS DE CAPITAIS, ACUMULAÇÃO DE CAPITAL E PRODUTIVIDADE NOS PAÍSES EM DESENVOLVIMENTO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-972fc9cfc931310ceeda9904639c4796.pdf;DYEGGO ROCHA GUEDES (UFRGS) - ADERBAL OLIVEIRA DAMASCENO (UFU);i7;Área 7 - Economia Internacional
INFRAESTRUTURA E COMÉRCIO INTERNACIONAL: UMA ABORDAGEM A PARTIR DO MODELO GRAVITACIONAL PARA OS PAÍSES DA AMÉRICA LATINA;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-cae50e94c25a81d12dc1ab7e9ac1c8e9.pdf;ANDRÉ FILIPE ZAGO DE AZEVEDO (UNISINOS) - LUIZ VALDEMIR RIBAS DA CRUZ JUNIOR (UNISINOS) - ANGÉLICA MASSUQUETTI (UNISINOS) - MAGNUS DOS REIS (UFRGS);i7;Área 7 - Economia Internacional
O IMPACTO DO COMÉRCIO INTERNACIONAL SOBRE AS CONDIÇÕES DE SAÚDE: UMA ABORDAGEM ESTRUTURAL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-f9237253984c7924393abb951e6c663f.pdf;WALLACE PATRICK SANTOS DE FARIAS SOUZA (UFRGS) - FLÁVIO AUGUSTO ZIEGELMANN (UFRGS) - ERIK FIGUEIREDO (UFPB);i7;Área 7 - Economia Internacional
PASS-THROUGH DA TAXA DE CÂMBIO AOS NÍVEIS DE PREÇOS NO BRASIL: UMA ABORDAGEM NÃO LINEAR (1999-2017);https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-4f9f3aa77740343b1ae17ed47a4e67c1.pdf;CLAUDIO ROBERTO FÓFFANO VASCONCELOS (UFJF) - LUCAS S. LOURENÇO (UFJF) - RAQUEL C. REIS (UFJF);i7;Área 7 - Economia Internacional
POSIÇÃO INTERNACIONAL DE INVESTIMENTO E TAXA DE CÂMBIO NO BRASIL: UMA APLICAÇÃO DO ÍNDICE DE GRUBEL E LLOYD (2008-2015) ;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-2b8f2bb4a5a8403da6b37614f0627192.pdf;ÁLVARO ALVES DE MOURA JR. (UNIVERSIDADE PRESBITERIANA MACKENZIE) - PEDRO RAFFY VARTANIAN (MACKENZIE) - JOAQUIM CARLOS RACY (MACKENZIE) - PAULO ROGÉRIO SCARANO (MACKENZIE);i7;Área 7 - Economia Internacional
RELAÇÃO ENTRE CÂMBIO E PREÇOS NO BRASIL: NÃO LINEARIDADE E IMPLICAÇÕES PARA UMA ESTRATÉGIA DE DESENVOLVIMENTO ECONÔMICO;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-978d84e81d00274b50d0282afc7eb886.pdf;ELIANE CRISTINA DE ARAÚJO (UEM) - MATEUS RAMALHO RIBEIRO DA FONSECA (UFRGS) - ELISANGELA ARAUJO (UEM);i7;Área 7 - Economia Internacional
RODADA DOHA E OS EFEITOS SOBRE PRODUTOS PRIMÁRIOS: UMA ESTIMATIVA DOS BENEFÍCIOS PARA O BRASIL POR MEIO DO MODELO DE EQUILÍBRIO GERAL COMPUTÁVEL;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-5f3762aec9dc879f7ff6983e809a2fcc.pdf;ALESSANDRA BIAVATI RIZZOTTO (UNISINOS) - ANDRÉ FILIPE ZAGO DE AZEVEDO  (UNISINOS);i7;Área 7 - Economia Internacional
STRUCTURAL CHANGE AND INDUSTRIAL LINKAGES: A PERSPECTIVE ON CHINA’S SUSTAINED GROWTH PATTERN;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-f45b835fa1959740182275451201cb49.pdf;ROBERTO ALEXANDRE ZANCHETTA BORGHI (UNICAMP/IE);i7;Área 7 - Economia Internacional
TARIFA ADUANEIRA COMO INSTRUMENTO DE POLÍTICA INDUSTRIAL: A EVOLUÇÃO DA ESTRUTURA DE PROTEÇÃO TARIFÁRIA NO BRASIL NO PERÍODO 2004-2014;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-0afa53ed4fd616941f5335b9fa7aad63.pdf;PEDRO CARVALHO DE MIRANDA (IPEA) - MARTA CASTILHO (IE/UFRJ);i7;Área 7 - Economia Internacional
THE PECULIAR INSERTION OF BRAZIL INTO GLOBAL VALUE CHAINS;https://www.anpec.org.br/encontro/2017/submissao/files_I/i7-bdb2f92ce69defabe00d3cee6fcb2734.docx;JULIA DE OLIVEIRA CALLEGARI (USP/FEA) - CARLOS EDUARDO FERREIRA DE CARVALHO (FEA PUCSP E PROGRAMA DE PÓS-GRADUAÇÃO SAN TIAGO DANTAS ) - TATIANA MASSAROLI MELO (DEPARTAMENTO DE ECONOMIA DA UNESP);i7;Área 7 - Economia Internacional
