título_2015;links_2015;autores;code_area;area;id_doc
CRESCIMENTO E RESTRIÇÃO EXTERNA EM TEMPOS DE ESPECIALIZAÇÃO REGRESSIVA: UMA ANÁLISE PARA O BRASIL NO PERÍODO 1995-2013;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-10b2577ffb70be8a48ecc963e4ffc5a5.docx;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc89
CRESCIMENTO ECONÔMICO E REGIMES CAMBIAIS: ANÁLISE DE PAINEL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-d19ce75bff5122b4b577f6d23d30a592.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc90
CRESCIMENTO PRÓ-POBRE? UMA ANÁLISE PARA OS MEIOS URBANO E RURAL NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-72dd0c824aef7b72fcb4345d923e40cd.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc91
DISTRIBUIÇÃO DE RENDA, MUDANÇA ESTRUTURAL E INFLAÇÃO DE SERVIÇOS NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-216b6356aa9ce39d4bdf966e3021f511.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc92
ECONOMIC GROWTH AND PUBLIC DEBT: ADDRESSING UNOBSERVED HETEROGENEITY;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-4a0181c0d6c126116a0d2a88269dca48.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc93
EMPREGO SETORIAL, PRODUTIVIDADE INDUSTRIAL E CRESCIMENTO ECONÔMICO DE LONGO PRAZO EMUM MODELO PÓS-KEYNESIANO COM MUDANÇA ESTRUTURAL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-f4a33580b82eafd8ae327b47107a80fb.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc94
IDHM E EFICIÊNCIA: O DESENVOLVIMENTO MUNICIPAL SOB UM NOVO PRISMA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-7b26220323e6f3f4182a4409b1c768cc.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc95
IMPACTS OF DEVELOPING COUNTRIES GROWTH ON NATURAL RESOURCE EXPORTERS: A BOP CONSTRAINED GROWTH MODEL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-681db6aed013eda5a7200e14be9ca1c1.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc96
INCREASING RETURNS TO SCALE, TECHNOLOGICAL CATCH-UP AND RESEARCH INTENSITY: AN INDUSTRY-LEVEL INVESTIGATION COMBINING EU KLEMS PRODUCTIVITY DATA WITH PATENT DATA ;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-219a240965baed677c3db29c2155a6fe.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc97
INTERCONEXÕES ENTRE ESTRUTURA PRODUTIVA, FLUXO DE RENDA E CONSUMO NA ECONOMIA BRASILEIRA: UMA APLICAÇÃO DE UMA MATRIZ DE CONTABILIDADE SOCIAL E FINANCEIRA (MCS-F) COM ABERTURA DAS FAMÍLIAS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-39d2e54610176885215bb5ce7ab72bb9.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc98
INVESTIMENTO E CRESCIMENTO LIDERADO PELA DEMANDA: UM ESTUDO PARA O CASO BRASILEIRO COM BASE NO MODELO DO SUPERMULTIPLICADOR SRAFFIANO;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-ab8630dd7ed1234a7bda055e97d26004.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc99
O CRESCIMENTO DAS REGIÕES BRASILEIRAS E SEUS COMPONENTES ESTOCÁSTICOS NÃO OBSERVADOS: CONVERGÊNCIA E FORMAÇÃO DE CLUBES NO PERÍODO 1985/2008;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-6889c0431e0709a5b43758982312ad1a.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc100
O EFEITO DAS EXPORTAÇÕES NO CRESCIMENTO ECONÔMICO DAS MICRORREGIÕES BRASILEIRAS: UMA ANÁLISE ESPACIAL COM DADOS EM PAINEL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-3d6c6bf450be5fbefdf12bd67147f8a5.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc101
OS IMPACTOS DA ABERTURA COMERCIAL E DO INVESTIMENTO DIRETO ESTRANGEIRO SOBRE O INVESTIMENTO DOMÉSTICO;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-785a5f7bcedd396753fbec5e4ac63be4.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc102
PUBLIC DEBT AND ECONOMIC GROWTH: TESTS OF THE REINHART-ROGOFF HYPOTHESIS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-7b84b0883437a08c6e10934a1e9e1d40.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc103
SOFISTICAÇÃO DA PRODUÇÃO: DETERMINANTES E IMPACTOS SOBRE O CRESCIMENTO ECONÔMICO DOS ESTADOS BRASILEIROS.;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-91ca5fd2498c28e59a065cb7b3b81dca.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc104
TAXA DE CÂMBIO, ELASTICIDADES-RENDA E MUDANÇA ESTRUTURAL: FUNDAMENTOS TEÓRICOS E EVIDÊNCIAS EMPÍRICAS ;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-40c1cf976aa32cca3d023df88c605617.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc105
THE SRAFFIAN SUPERMULTIPLIER AS AN ALTERNATIVE CLOSURE TO HETERODOX GROWTH THEORY;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-2085b47fdc098fc58033da545c9d355d.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc106
TRUST IN THE JUDICIAL SYSTEM: EVIDENCE FROM BRAZIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-36583cd6108c0d95475295253b004483.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc107
WHY DOES THE INVESTMENT RATE DO NOT INCREASE? CAPITAL ACCUMULATION AND STABILIZATION POLICY IN THE 1990S AND 2000S IN BRAZIL ;http://www.anpec.org.br/encontro/2015/submissao/files_I/i6-990dc5cd66725dab8fc4c7d15b140a63.pdf;;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc108
A QUEDA DA POBREZA NO BRASIL: MUDANÇAS NO PERFIL E NOS DETERMINANTES NA ENTRADA DO 2º MILÊNIO;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-89f5f5e7c72977661307b4c17117218a.pdf;;i12;Área 12 - Economia social e demografia econômica;doc109
A RELAÇÃO ENTRE A MUNICIPALIZAÇÃO DO ENSINO FUNDAMENTAL E O DESEMPENHO ESCOLAR NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-d33dc884dcc73d63da65d03815b7fd8b.pdf;;i12;Área 12 - Economia social e demografia econômica;doc110
AGE STRUCTURE AND HOUSEHOLD CONSUMPTION IN BRAZIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-82481c09f99ed33d7f85a4804eaca311.pdf;;i12;Área 12 - Economia social e demografia econômica;doc111
AVALIAÇÃO DO DESENVOLVIMENTO INFANTIL E A INFLUÊNCIA DA FAMÍLIA: UMA ANÁLISE A PARTIR DO MODELO DE EQUAÇÕES ESTRUTURAIS MIMIC;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-80bf795902006d69375b4c2523d6ae98.pdf;;i12;Área 12 - Economia social e demografia econômica;doc112
AVALIAÇÃO DO IMPACTO DA POLÍTICA DE EXPANSÃO DAS UNIVERSIDADES FEDERAIS SOBRE AS ECONOMIAS MUNICIPAIS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-6599011d2e3082ef34b038002f88e41c.pdf;;i12;Área 12 - Economia social e demografia econômica;doc113
AVALIAÇÃO DO IMPACTO DO PROCESSO DE SELEÇÃO DE DIRETORES NAS ESCOLAS PÚBLICAS BRASILEIRAS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-7e7b85f8ddbdab491d518bc31c5882fa.pdf;;i12;Área 12 - Economia social e demografia econômica;doc114
AVALIANDO A EFETIVIDADE DA LEI MARIA DA PENHA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-c766011326b60ce4f17e0ba71d19ad25.docx;;i12;Área 12 - Economia social e demografia econômica;doc115
COMPORTAMENTO DE RISCO E GASTOS COM SAÚDE: UMA ANÁLISE DOS GASTOS OUT-OF-POCKET NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-3681a707f9b3f738cdf96f0ea289e605.pdf;;i12;Área 12 - Economia social e demografia econômica;doc116
CREDIT CONSTRAINT AND HUMAN CAPITAL INVESTMENT: AN EMPIRICAL ANALYSIS USING BRAZILIAN HOUSEHOLD BUDGET SURVEY;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-a465a07bb3182f6b92cb27387af4f694.pdf;;i12;Área 12 - Economia social e demografia econômica;doc117
DETERMINANTES DA CRIMINALIDADE NO ESTADO DE SÃO PAULO: UMA ANÁLISE ESPACIAL DE DADOS EM CROSS-SECTION;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-8a5bcf2d9c8ec5c8690571936cc03e4b.pdf;;i12;Área 12 - Economia social e demografia econômica;doc118
DETERMINANTES DA EVASÃO E REPETÊNCIA ESCOLAR;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-85f3c3774c3d65741cb278e01e61db39.pdf;;i12;Área 12 - Economia social e demografia econômica;doc119
DETERMINANTES DO ACESSO AO ENSINO SUPERIOR NO BRASIL E A PROBABILIDADE DE SUCESSO POR CURSO.;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-7336e5f5b87d78c2f68b15abf51d2aff.pdf;;i12;Área 12 - Economia social e demografia econômica;doc120
ECONOMIC FLUCTUATIONS DURING PREGNANCY AND SMOKING ONSET AMONG ADOLESCENTS IN BRAZIL: EVIDENCE FROM THE PESQUISA NACIONAL DE SAÚDE DO ESCOLAR (PENSE);http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-160f0932f5e5633685b54c5417fc241a.pdf;;i12;Área 12 - Economia social e demografia econômica;doc121
EFEITO DA HABITAÇÃO SOBRE A MORTALIDADE INFANTIL: EVIDÊNCIAS DE UM DESENHO DE REGRESSÃO DESCONTÍNUA ;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-26dbb06b90392b99893f21215a253835.pdf;;i12;Área 12 - Economia social e demografia econômica;doc122
EFEITO DAS POLÍTICAS DE BONIFICAÇÃO AOS PROFESSORES SOBRE A DESIGUALDADE DE PROFICIÊNCIA NO ENSINO FUNDAMENTAL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-5c95bdc61a58e5fc76edb81db3ef5632.pdf;;i12;Área 12 - Economia social e demografia econômica;doc123
EXISTE SECULARIZAÇÃO NO BRASIL? UMA ANÁLISE ECONOMÉTRICA DOS SEM RELIGIÃO E DOS RELIGIOSOS NÃO PRATICANTES;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-dfcd4bf91145d90e7a9d795096c3ab8c.pdf;;i12;Área 12 - Economia social e demografia econômica;doc124
IGUALDADE DE OPORTUNIDADE NAS REGIÕES BRASILEIRAS: UM ESTUDO DE SUA EVOLUÇÃO E COMPOSIÇÃO, NO PERÍODO DE 2002 A 2012;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-639cde72bcd4f23acda945a31b434829.pdf;;i12;Área 12 - Economia social e demografia econômica;doc125
IMPACTO DO PSF NA MORTALIDADE INFANTIL NOS MUNICÍPIOS BRASILEIROS (1993/2012);http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-7a93549bd55b3841c3176ec7b49f6031.pdf;;i12;Área 12 - Economia social e demografia econômica;doc126
INOVAÇÃO EM PROGRAMAS SOCIAIS: A INTRODUÇÃO DA TV DIGITAL INTERATIVA NO PROGRAMA BOLSA FAMÍLIA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-9ab38c05d346504c1df70831bc193e67.pdf;;i12;Área 12 - Economia social e demografia econômica;doc127
MONTH OF BIRTH AND SOCIOECONOMIC OUTCOMES OF ADULTS: EVIDENCE FROM BRAZIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-0d4fa9e6b53b5195827496520b0b5b02.pdf;;i12;Área 12 - Economia social e demografia econômica;doc128
O EFEITO DAS OPORTUNIDADES NO MERCADO DE TRABALHO SOBRE AS TAXAS DE HOMICÍDIOS NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-0ce869e09e6385120c0146e239bb5bf8.pdf;;i12;Área 12 - Economia social e demografia econômica;doc129
O PODER DO VOTO OU O VOTO DO PODER?;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-a802d2ea7964ab57b9f764dc221d188b.pdf;;i12;Área 12 - Economia social e demografia econômica;doc130
ON MEASURING SOCIAL TENSIONS: WITH APPLICATIONS TO BRAZIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-f128f309820b08ed93dac61a9ab3bc01.pdf;;i12;Área 12 - Economia social e demografia econômica;doc131
PAI IMPORTA? O EFEITO DA PRESENÇA PATERNA SOBRE O DESEMPENHO ESCOLAR;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-1d5688986c8c1fc20f6b78c1b3fe5b7b.pdf;;i12;Área 12 - Economia social e demografia econômica;doc132
TAXAS DE CRIMINALIDADE AFETAM CONFIANÇA NA POLÍCIA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-68cd31a4639bff7468bad82aab868e81.docx;;i12;Área 12 - Economia social e demografia econômica;doc133
TEMPO DE EXPOSIÇÃO AO REGIME DE CICLOS E OS EFEITOS SOBRE INDICADORES EDUCACIONAIS E SOCIAIS NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-79f0134a020ec71d6c4da19ab2c423a7.pdf;;i12;Área 12 - Economia social e demografia econômica;doc134
USING A QUASI-EXPERIMENT TO IDENTIFY THE EFFECTS OF EDUCATION SPENDING ON SCHOOL QUALITY;http://www.anpec.org.br/encontro/2015/submissao/files_I/i12-811756980426e03009bc9588e3eaa903.pdf;;i12;Área 12 - Economia social e demografia econômica;doc135
ABORDAGEM HIERÁRQUICO ESPACIAL DOS FATORES QUE AFETAM A PARTICIPAÇÃO NO MERCADO DE TRABALHO BRASILEIRO;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-6b2289da7ab4586327f914398221098f.pdf;;i10;Área 10 - Economia regional e urbana;doc136
ACESSIBILIDADE E BEM-ESTAR: MEDINDO ALGUMAS DAS PRIVAÇÕES DA DIMENSÃO DE MOBILIDADE;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-110bb2eab09d634995489f974569dd98.pdf;;i10;Área 10 - Economia regional e urbana;doc137
ADENSAMENTO URBANO COMO CONDICIONANTE DA MOBILIDADE NOS CENTROS URBANOS BRASILEIROS: O CASO DA REGIÃO METROPOLITANA DO RECIFE;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-6a19db3d0204edd097c32d840d1bd7fb.pdf;;i10;Área 10 - Economia regional e urbana;doc138
AFINAL, QUÃO IMPORTANTES SÃO AS DESIGUALDADES DE ESCOLARIDADE PARA EXPLICAR AS DISPARIDADES REGIONAIS DE RENDA NO BRASIL?;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-70d768b97a3f7c1d72d93e3ca753e9db.pdf;;i10;Área 10 - Economia regional e urbana;doc139
CRESCIMENTO DA PRODUTIVIDADE DOS MUNICÍPIOS NORDESTINOS E A QUESTÃO ESPACIAL: A HIPÓTESE DOS FATORES ESPACIAIS COMUNS.;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-b3c04b8f315ed280d1cdc6cbd755f2ce.pdf;;i10;Área 10 - Economia regional e urbana;doc140
CUSTO DE VIDA E SALÁRIOS PARA AS REGIÕES METROPOLITANAS BRASILEIRAS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-ba67e32411f639764c0f532b556828ec.docx;;i10;Área 10 - Economia regional e urbana;doc141
DECOMPOSIÇÃO ESPACIAL DOS PREÇOS DE IMÓVEIS RESIDENCIAIS NO MUNICÍPIO DE SÃO PAULO;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-809d43a303ef6c634612cb2e7e56edcc.docx;;i10;Área 10 - Economia regional e urbana;doc142
DETERMINANTES ESPACIAIS DA CAPACIDADE DE INVENÇÃO NO BRASIL: O PAPEL DAS REDES DE INVENTORES;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-ae4ef660e6f62bc40210837ba517288d.pdf;;i10;Área 10 - Economia regional e urbana;doc143
DISTRIBUIÇÃO ESPACIAL DAS INDÚSTRIAS NO BRASIL: UMA ANÁLISE A PARTIR DE MODELOS DE ESCOLHA DISCRETA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-3d88a4245e76c51a9c7d0ac8da32cbd3.docx;;i10;Área 10 - Economia regional e urbana;doc144
EFEITO DOSE RESPOSTA DO FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO CENTRO-OESTE (FCO) NO ESTADO DE GOIAS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-f06191b5c9cea3f83399650c4ae1d095.pdf;;i10;Área 10 - Economia regional e urbana;doc145
EFEITOS DE EXTERNALIDADES DINÂMICAS E ESPACIAIS SOBRE O CRESCIMENTO LOCAL: EVIDÊNCIAS DO BRASIL (1995-2013);http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-e76a9b9f6af0d3c9f0fee8b4e1c012d7.pdf;;i10;Área 10 - Economia regional e urbana;doc146
MOBILIDADE TAMBÉM É RENDA? IMPACTO DE FAIXAS EXCLUSIVAS DE ÔNIBUS NOS PREÇOS DE IMÓVEIS DA CIDADE DE SÃO PAULO: UMA ANÁLISE POR MEIO DE PAINÉIS ESPACIAIS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-cdb3f3ec87eafa0261d1d4f50cdd6d40.pdf;;i10;Área 10 - Economia regional e urbana;doc147
O SETOR DE TURISMO NA REGIÃO NORDESTE: MEDIDAS E IMPACTOS A PARTIR DA MATRIZ INSUMO- PRODUTO INTER-REGIONAL.;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-8967bbef6d886e8bea8a304e4af258e3.doc;;i10;Área 10 - Economia regional e urbana;doc148
SHOULD I STAY OR SHOULD I GO? DYNAMIC AGGLOMERATION ECONOMIES IN BRAZIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-9a012930c58859f61f0f3883260a0493.pdf;;i10;Área 10 - Economia regional e urbana;doc149
SPILLOVER SETORIAL DO CRÉDITO RURAL SUBSIDIADO: UMA APLICAÇÃO DE EGC PARA AS GRANDES REGIÕES BRASILEIRAS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-2376db327182da9419b8ba4648e127a7.pdf;;i10;Área 10 - Economia regional e urbana;doc150
THE POTENTIAL ECONOMIC IMPACTS OF THE PROPOSED DEVELOPMENT CORRIDOR IN EGYPT: AN INTERREGIONAL CGE APPROACH;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-e0963010606203d7326639d0060cb1f5.docx;;i10;Área 10 - Economia regional e urbana;doc151
UMA PROPOSTA DE SISTEMATIZAÇÃO DA PRODUÇÃO TEÓRICA E EMPÍRICA EM ECONOMIA REGIONAL A PARTIR DOS ENCONTROS NACIONAIS DE ECONOMIA, PROMOVIDOS PELA ANPEC, NO PERÍODO 2004-2014;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-4e7e0595c628fc22def09544db505818.pdf;;i10;Área 10 - Economia regional e urbana;doc152
VARIAÇÃO DOS PREÇOS DE IMÓVEIS NAS CIDADES BRASILEIRAS: VALORAÇÃO DE MERCADO, CARACTERÍSTICAS INTRÍNSECAS OU AMENIDADES? UMA ANÁLISE PARA O CASO DA CIDADE DO RECIFE;http://www.anpec.org.br/encontro/2015/submissao/files_I/i10-f3e255ecfdbc922c4b809d5dc8f3c146.pdf;;i10;Área 10 - Economia regional e urbana;doc153
ALÍQUOTAS TRIBUTÁRIAS EFETIVAS MÉDIAS NA ECONOMIA BRASILEIRA: UMA ABORDAGEM MACROECONÔMICA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-59ee2ee216563c79cec71d3710e853d4.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc154
ASSIMETRIAS NO REPASSE CAMBIAL PARA A INFLAÇÃO: UMA ANÁLISE EMPÍRICA PARA O BRASIL (1999 A 2013);http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-861679961126aac3dacfdd3b5e8aeca3.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc155
BANK REGULATORY CAPITAL, RISK-TAKING CHANNEL AND MONETARY POLICY: EVIDENCE FROM AN INFLATION TARGETING EMERGING ECONOMY;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-fefbcc8e8822212c7b059de087105313.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc156
BEYOND THE MACROECONOMIC DETERMINANTS OF SOVEREIGN CREDIT RATINGS IN DEVELOPING ECONOMIES: A PANEL DATA ANALYSIS CONSIDERING DIFFERENT DIMENSIONS.;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-4bb778240c44a3de16bb2e82fd73a4a4.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc157
CHOQUES ANTECIPADOS DE POLÍTICA MONETÁRIA, FORWARD GUIDANCE E POLÍTICAS DE ESTABILIZAÇÃO MACROECONÔMICAS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-64df323d85d51550bab5ccc95d74dca6.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc158
CHOQUES NO SPREAD DE CRÉDITO BANCÁRIO E SUAS IMPLICAÇÕES PARA A CONDUÇÃO DA POLÍTICA MONETÁRIA NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-b8d8b3a2057b9cf46144c2dda4a42352.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc159
COMBINING MONETARY POLICY AND PRUDENTIAL REGULATION: AN AGENT-BASED MODELING APPROACH;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-1089df3c4a64ef9c699ea9616550a3af.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc160
CURVA DE PHILLIPS COM MUDANÇA DE REGIME MARKOVIANO: UMA ANÁLISE DA ECONOMIA BRASILEIRA PARA O PERÍODO 1995-2014;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-f357b53430e4b5c29bbceef0af7ee682.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc161
CUSTO DAS FLUTUAÇÕES ECONÔMICAS APÓS O PLANO REAL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-1e5500201dd1ad518821f85165f709fa.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc162
DOES CENTRAL BANK’S PERCEPTION REGARDING THE STATE OF THE ECONOMY AFFECT ENTREPRENEURS’ EXPECTATIONS? ARE ENTREPRENEURS’ EXPECTATIONS IMPORTANT FOR INVESTMENT? EMPIRICAL EVIDENCE FROM BRAZIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-0aa632bb82517ea262701b469452c902.docx;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc163
EFEITOS DO BNDES SOBRE O CRÉDITO BANCÁRIO 2006-2013: EVIDÊNCIAS A PARTIR DAS OPERAÇÕES DE REPASSE DE RECURSOS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-64f9dd94fd742df6a575aa0035dec865.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc164
EFEITOS MACROECONÔMICOS E REDISTRIBUTIVOS DE POLÍTICAS FISCAIS NO BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-3ebabbb9a171a12c3d7daec25e4c1077.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc165
ENDOGENEITY AND NONLINEARITIES IN CENTRAL BANK OF BRAZIL’S REACTION FUNCTIONS: AN INVERSE QUANTILE REGRESSION APPROACH;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-abc794c32bd5eacfc396ad4f22a2cc9f.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc166
EVIDENCES OF INCOMPLETE INTEREST RATE PASS-THROUGH, DIRECTED CREDIT AND COST CHANNEL OF MONETARY POLICY IN BRAZIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-6f0fe2c281134ce13901c9389773e991.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc167
HETEROGENEIDADE E DEPENDÊNCIA DAS RESERVAS INTERNACIONAIS: CASO DOS BRIC;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-ac46f440b101506390ef91a5c8a1b4ba.docx;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc168
IMPACTO REGIONAL DA POLÍTICA MONETÁRIA NO BRASIL: UMA ABORDAGEM BAYESIANA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-28e0eff41d7e259a26312b42d9a46a35.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc169
INSTABILIDADES NA CURVA DE PHILLIPS NOVO-KEYNESIANA: UM ESTUDO EMPÍRICO PARA O BRASIL;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-1f941e864562b2974989e300665a54c9.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc170
INTERAÇÃO ENTRE A POLÍTICA MONETÁRIA E OS PREÇOS DAS HABITAÇÕES: EVIDÊNCIAS PARA O CASO BRASILEIRO;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-9f689889978c65fea4ad623d8da9cea1.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc171
MUDANÇAS DE REGIME E MULTIPLICADORES FISCAIS NO BRASIL ENTRE 1999-2012: UMA AVALIAÇÃO EMPÍRICA;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-0618f94c4dfc55160e449fbcd295679a.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc172
MUDANÇAS DE REGIMES NA FUNÇÃO DE REAÇÃO DO BANCO CENTRAL DO BRASIL: UMA ABORDAGEM UTILIZANDO MARKOV REGIME SWITCHING;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-d50cb592039b2d1325a68c90b4768ed2.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc173
NEW INFORMATION AND UPDATING OF MARKET EXPERTS' INFLATION EXPECTATIONS;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-cfbfe412175c59aeeda16acaac5fde9b.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc174
O DILEMA DA PERSISTÊNCIA DA INFLAÇÃO DE SERVIÇOS: UMA ANÁLISE DO CASO BRASILEIRO;http://www.anpec.org.br/encontro/2015/submissao/files_I/i4-a93c38e740c0a9a67f82182e7608c720.pdf;;i4;Área 4 - Macroeconomia, economia monetária e finanças;doc175
