título_2013;links_2013;autores_2013;code_area;area;id_doc
ACCOUNTING FOR INCOME INEQUALITY: AN APPLICATION OF THE FIELDS METHODOLOGY TO THE RECENT FALL OF INEQUALITY IN BRAZIL;http://www.anpec.org.br/encontro/2013/files_I/i6-c69387a106ed249bb4f1fae46e9d527e.pdf;MÁRCIO ANTÔNIO SALVATO;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc86
ANÁLISE DO IMPACTO DA IMPLANTAÇÃO DAS COTAS NA NOTA ENADE 2008;http://www.anpec.org.br/encontro/2013/files_I/i6-1b49f644b3a8e2bbd6923656a5c072fc.pdf;JOAQUIM ISRAEL RIBAS PEREIRA;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc87
HOW JUDGES THINK IN THE BRAZILIAN SUPREME COURT: ESTIMATING IDEAL POINTS AND IDENTIFYING DIMENSIONS;http://www.anpec.org.br/encontro/2013/files_I/i6-ddfcc50d82247e481b03cdbd2d803daf.pdf;BERNARDO MUELLER;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc88
SIMULAÇÕES DE IMPACTOS SETORIAIS SOBRE A DISTRIBUIÇÃO DE RENDA E O CRESCIMENTO ECONÔMICO: EVIDÊNCIAS PARA O BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i6-ffc64e75100084cb1cd00ddd55f0f9b4.pdf;WESLEY OLIVEIRA SANTOS;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc89
FACTORS OF PRODUCTION, INSTITUTIONS AND DEVELOPMENT IN BRAZIL;http://www.anpec.org.br/encontro/2013/files_I/i6-0ed6fbce84d5f8c00fa18a4185cb56e1.pdf;ANA ELISA GONÇALVES PEREIRA;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc90
COMPETIÇÃO POLÍTICA E DESENVOLVIMENTO ECONÔMICO: UMA ANÁLISE PARA OS MUNICÍPIOS DO CEARA NOS ANOS DE 2006 E 2010.;http://www.anpec.org.br/encontro/2013/files_I/i6-dfb7e0d708f44c3118bd621e9932a460.pdf;FRANCISCO ANTONIO SOUSA DE ARAÚJO;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc91
MUDANÇA ESTRUTURAL E A EVOLUÇÃO DA DINÂMICA INTERSETORIAL NA ECONOMIA BRASILEIRA NO PERÍODO DE BAIXA INFLAÇÃO;http://www.anpec.org.br/encontro/2013/files_I/i6-cf236bac80bd043f33e90eafebcf2fae.pdf;JULIA DE MEDEIROS BRAGA;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc92
INDEPENDÊNCIA DO JUDICIÁRIO: MENSURANDO O VIÉS POLÍTICO DAS CORTES BRASILEIRAS;http://www.anpec.org.br/encontro/2013/files_I/i6-6e5b22c2632e035bca8c2894a1027a6c.pdf;FELIPE DE MENDONÇA LOPES;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc93
CRESCIMENTO ECONÔMICO E A INTERAÇÃO ENTRE CAPITAL HUMANO E GRAU DE DESENVOLVIMENTO TECNOLÓGICO DOS PAÍSES;http://www.anpec.org.br/encontro/2013/files_I/i6-430bd6856e23af6a7f89a6c81434d6ef.pdf;LEONARDO ANDRADE ROCHA;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc94
ENDOGENOUS LABOR EFFORT AND WAGE DIFFERENTIALS IN A DYNAMIC MODEL OF CAPACITY UTILIZATION AND ECONOMIC GROWTH;http://www.anpec.org.br/encontro/2013/files_I/i6-96715319b0586a224fed9825a0e0bb6a.pdf;JAYLSON JAIR DA SILVEIRA;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc95
CRESCIMENTO ECONÔMICO DE LONGO PRAZO NO BRASIL: UMA ABORDAGEM SOBRE O DA ACUMULAÇÃO DE CAPITAL E DAS INSTITUIÇÕES;http://www.anpec.org.br/encontro/2013/files_I/i6-f59cf4d66d3ed10357d9b7fa4b98dd06.pdf;KEZIA DE LUCAS BONDEZAN;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc96
O BOOM DO PREÇO DO PETRÓLEO NOS ANOS 2000: UM ALÍVIO PARA A MALDIÇÃO DO PETRÓLEO?;http://www.anpec.org.br/encontro/2013/files_I/i6-518b618664151a299f88cc45425b79e3.pdf;THIAGO PERIARD DO AMARAL;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc97
CORRUPÇÃO E INEFICIÊNCIA NO BRASIL: UMA ANÁLISE DE EQUILÍBRIO GERAL;http://www.anpec.org.br/encontro/2013/files_I/i6-8233f5d8229f44dee81e3daa9d49b3d9.pdf;RICARDO A. DE CASTRO PEREIRA;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc98
DETERMINANTES DO CAPITAL FÍSICO: O PAPEL DO CAPITAL HUMANO E DA QUALIDADE INSTITUCIONAL;http://www.anpec.org.br/encontro/2013/files_I/i6-7174a549368ce815d6044ae6d86a5b55.docx;GILBERTO DA SILVEIRA BARROS NETO;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc99
DESALINHAMENTO CAMBIAL, VOLATILIDADE CAMBIAL E CRESCIMENTO ECONÔMICO: UMA ANÁLISE PARA A ECONOMIA BRASILEIRA (1995-2011);http://www.anpec.org.br/encontro/2013/files_I/i6-7ee64e09da0afc75e924910008ed7717.pdf;ADERBAL OLIVEIRA DAMASCENO;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc100
A CORRUPÇÃO BUROCRÁTICA INIBE O EMPREENDEDORISMO? UMA ANÁLISE COM DADOS EM PAINEL PARA OS ESTADOS BRASILEIROS DE 2000 A 2008;http://www.anpec.org.br/encontro/2013/files_I/i6-536d6312a5dd9bf202d102fbe6cfcce5.docx;FELIPE LUIZ NEVES BEZERRA DE MELO;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc101
EFEITOS DIFERENCIADOS DO FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE) NO CRESCIMENTO ECONÔMICO DOS MUNICÍPIOS NORDESTINOS;http://www.anpec.org.br/encontro/2013/files_I/i6-e11ba9187a805f3395cd09be5a703597.doc;MARCOS FALCAO GONCALVES;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc102
IMPACTOS ECONÔMICOS DA RECENTE POLÍTICA DE REVISÃO TARIFÁRIA DO SETOR FERROVIÁRIO DE CARGA NO BRASIL (2013-2025);http://www.anpec.org.br/encontro/2013/files_I/i6-4419bb8cfafcf24a2556cfa847bf7a3b.pdf;ADMIR ANTONIO BETARELLI JUNIOR;i6;Área 6 - Crescimento, desenvolvimento econômico e instituições;doc103
A ABERTURA FINANCEIRA REDUZ AS RESTRIÇÕES DE CRÉDITO NOS PAÍSES EMERGENTES?;http://www.anpec.org.br/encontro/2013/files_I/i7-337af628ce2b22763d48191baffb8e5a.pdf;MARCIO MAGALHÃES JANOT;i7;Área 7 - Economia internacional;doc104
A ESTRUTURA TECNOLÓGICA DAS EXPORTAÇÕES DOS PAÍSES EM DESENVOLVIMENTO NOS ANOS 2000: ANÁLISE E IMPLICAÇÕES PARA O CRESCIMENTO;http://www.anpec.org.br/encontro/2013/files_I/i7-bd5f9a0f96c27595685e9bca1311ad29.doc;ANNA CAROLINA RAFAEL HORTA LONDE;i7;Área 7 - Economia internacional;doc105
EFEITOS DA INSTABILIDADE DA TAXA DE CÂMBIO NO COMÉRCIO SETORIAL ENTRE BRASIL E SEUS PRINCIPAIS PARCEIROS COMERCIAIS;http://www.anpec.org.br/encontro/2013/files_I/i7-eea6e75d11d09527dfba72145516dd29.docx;GERALDO MOREIRA BITTENCOURT;i7;Área 7 - Economia internacional;doc106
GLOBALISATION AND ECONOMIC DEVELOPMENT: THE BRAZILIAN EXPERIENCE REGARDING THE EXPANSION OF TRANSNATIONAL CORPORATIONS;http://www.anpec.org.br/encontro/2013/files_I/i7-0f727c093d2951e4eb9699ce65f98ff5.doc;ROBERTO ALEXANDRE ZANCHETTA BORGHI;i7;Área 7 - Economia internacional;doc107
POLÍTICAS DE JUROS E CÂMBIO SOBRE AS EXPORTAÇÕES BRASILEIRAS – ANÁLISE A PARTIR DOS MODELOS DE CONSISTÊNCIA DE ESTOQUE E FLUXOS;http://www.anpec.org.br/encontro/2013/files_I/i7-7ee107700057a8b94ff1bc9c515d93a8.pdf;CLAUDIA MARIA SONAGLIO;i7;Área 7 - Economia internacional;doc108
EXCHANGE RATE DYNAMICS WITH HETEROGENEOUS EXPECTATIONS;http://www.anpec.org.br/encontro/2013/files_I/i7-449df4537f0de8a3b7db29c3a3f80f39.pdf;CARLOS EDUARDO IWAI DRUMOND;i7;Área 7 - Economia internacional;doc109
CONES DE DIVERSIFICAÇÃO E COMÉRCIO EXTERIOR: UMA ANÁLISE SOBRE DIFERENÇAS SALARIAIS E COMPETITIVIDADE INDUSTRIAL NO NORDESTE E SUDESTE DO BRASIL.;http://www.anpec.org.br/encontro/2013/files_I/i7-bff4431fbe30f1a0570f3cd33f5ca59b.pdf;ELEYDIANE MARIA GOMES VALE;i7;Área 7 - Economia internacional;doc110
COMÉRCIO INTERNACIONAL E COMPETITIVIDADE: UM ESTUDO COMPARATIVO UTILIZANDO A METODOLOGIA CONSTANT-MARKET-SHARE PARA O PERÍODO 2000-2011;http://www.anpec.org.br/encontro/2013/files_I/i7-d99ebc1a57f1eda12de98b910d99bb2f.docx;MANUELA GOMES DE LIMA;i7;Área 7 - Economia internacional;doc111
O EFEITO DA VOLATILIDADE DA TAXA REAL DE CÂMBIO SOBRE A DIVERSIFICAÇÃO DA PAUTA DE EXPORTAÇÃO DO BRASIL: UMA INVESTIGAÇÃO EMPÍRICA;http://www.anpec.org.br/encontro/2013/files_I/i7-c0c9c3334594b36ba6c9ccb8d7e1251a.pdf;ALEX SANDER SOUZA DO CARMO;i7;Área 7 - Economia internacional;doc112
SIGNAL APPROACH: UM MODELO EARLY WARNING SYSTEMS POR SINAIS PARA O BRASIL (2000-2010);http://www.anpec.org.br/encontro/2013/files_I/i7-7995de3d1092fbefda56226d1f509999.pdf;CLAUDECI DA SILVA;i7;Área 7 - Economia internacional;doc113
MOBILIDADE INTERNACIONAL DO CAPITAL NO BRASIL: O PAPEL DOS TERMOS DE TROCA NA ABORDAGEM INTERTEMPORAL DA CONTA CORRENTE.;http://www.anpec.org.br/encontro/2013/files_I/i7-9ab04c76883edacba39887280efab8d4.pdf;JÚLIA GOES DA SILVA;i7;Área 7 - Economia internacional;doc114
EVOLUÇÃO NO USO DO MECANISMO ANTIDUMPING APÓS A RODADA URUGUAI;http://www.anpec.org.br/encontro/2013/files_I/i7-348aa05a5124fdab9d2b29f24a7b900b.pdf;VINÍCIUS DE AZEVEDO COUTO FIRME;i7;Área 7 - Economia internacional;doc115
ARE THE EXPORTS FROM ASIAN COUNTRIES DISPLACING BRAZILIAN EXPORTS? A STUDY OF TRADE CREATION AND TRADE DIVERSION ;http://www.anpec.org.br/encontro/2013/files_I/i7-604cc538a8fa146118df8b3f263033ac.docx;ANDRÉ MOREIRA CUNHA;i7;Área 7 - Economia internacional;doc116
AN EXTENDED STRUCTURAL ECONOMIC DYNAMICS APPROACH TO BALANCE-OF-PAYMENTS-CONSTRAINED GROWTH: LEVEL OF THE REAL EXCHANGE RATE AND ENDOGENOUS ELASTICITIES;http://www.anpec.org.br/encontro/2013/files_I/i7-cc941b1f08235f3a91c6807ff81928ce.doc;RICARDO SILVA AZEVEDO ARAUJO;i7;Área 7 - Economia internacional;doc117
OS DETERMINANTES DO INVESTIMENTO DIRETO ESTRANGEIRO NO BRASIL E NO MÉXICO: UMA ANÁLISE EMPÍRICA;http://www.anpec.org.br/encontro/2013/files_I/i7-2bf472e0d97d8e932bc37c86feac6d31.pdf;PRISCILA GOMES DE CASTRO;i7;Área 7 - Economia internacional;doc118
FLUXOS DE CAPITAIS VERSUS EXPORTAÇÕES DE COMMODITIES: EFEITOS SOBRE A TAXA DE CÂMBIO REAL BRASILEIRA NO PERÍODO 2000-2013;http://www.anpec.org.br/encontro/2013/files_I/i7-8f640e9cb1cbe94f59223479eee65713.docx;VANESSA DA COSTA VAL MUNHOZ;i7;Área 7 - Economia internacional;doc119
A OMC CONTINUA PROMOVENDO O COMÉRCIO DE FORMA DESIGUAL: NOVAS EVIDÊNCIAS A PARTIR DOS ANOS 1990.;http://www.anpec.org.br/encontro/2013/files_I/i7-30484f5c5dee4ef7d963538b00a99002.pdf;MAGNUS DOS REIS;i7;Área 7 - Economia internacional;doc120
A PERFORMANCE DAS AGÊNCIAS DE RATINGS DE RISCO SOBERANO E OS FUNDAMENTOS MACROECONÔMICOS DOS PAÍSES: UM ESTUDO SOBRE AS ATRIBUIÇÕES DE RISCO;http://www.anpec.org.br/encontro/2013/files_I/i7-7d85d6ff917089658a14f84fededa831.docx;BRUNO FERREIRA FRASCAROLI;i7;Área 7 - Economia internacional;doc121
OS EFEITOS DO NOVO REGIONALISMO SOBRE O COMÉRCIO;http://www.anpec.org.br/encontro/2013/files_I/i7-91284dbf7eb45e2795162197c68128ff.pdf;ANDRÉ FILIPE ZAGO DE AZEVEDO;i7;Área 7 - Economia internacional;doc122
UMA ANÁLISE DO IMPACTO DA FACILITAÇÃO DE COMÉRCIO SOBRE AS EXPORTAÇÕES BRASILEIRAS;http://www.anpec.org.br/encontro/2013/files_I/i7-2e9d908398ed876d8044caf2a3abc89f.docx;VINÍCIOS POLONI SANT' ANNA;i7;Área 7 - Economia internacional;doc123
A EVOLUÇÃO DA TAXA DE CÂMBIO EFETIVA REAL SETORIAL E A MUDANÇA ESTRUTURAL NO PADRÃO DE COMÉRCIO DA INDÚSTRIA BRASILEIRA;http://www.anpec.org.br/encontro/2013/files_I/i9-e8f1fd3ac7080f4cec68f27284f452a5.pdf;JULIA FERREIRA TORRACCA;i9;Área 9 - Economia industrial e da tecnologia;doc124
INOVAÇÃO E PRODUTIVIDADE: EVIDÊNCIAS EMPÍRICAS PARA EMPRESAS BRASILEIRAS;http://www.anpec.org.br/encontro/2013/files_I/i9-cb822d09a07ba73aeba94dfee64bb68d.pdf;LUCIANA CARVALHO;i9;Área 9 - Economia industrial e da tecnologia;doc125
TECHNOLOGICAL REGIMES IN THE BRAZILIAN MANUFACTURING INDUSTRY: AN EMPIRICAL INVESTIGATION ;http://www.anpec.org.br/encontro/2013/files_I/i9-df6a254574f3ac4c51c06d6b02ed0f8f.docx;VINICIUS RIBEIRO VIEIRA;i9;Área 9 - Economia industrial e da tecnologia;doc126
EFEITOS DAS POLÍTICAS DE INOVAÇÃO NOS GASTOS COM ATIVIDADES INOVATIVAS DAS PEQUENAS EMPRESAS BRASILEIRAS;http://www.anpec.org.br/encontro/2013/files_I/i9-52d10df3c84cfe6bf5aa5f3ca8d7bdb2.pdf;MARISA DOS REIS A. BOTELHO;i9;Área 9 - Economia industrial e da tecnologia;doc127
EFEITOS DO INVESTIMENTO EM CAPITAL INTANGÍVEL E PATENTES NO VALOR DAS EMPRESAS BRASILEIRAS;http://www.anpec.org.br/encontro/2013/files_I/i9-9d9671a657229fe62feab4c08b5d5937.pdf;GLÁUCIA FERNANDES;i9;Área 9 - Economia industrial e da tecnologia;doc128
A INTENSIDADE DE SERVIÇOS NA ECONOMIA BRASILEIRA: UMA ABORDAGEM DE INSUMO-PRODUTO;http://www.anpec.org.br/encontro/2013/files_I/i9-4654df7c1b05083ddd3bf5ab5c49086d.pdf;VERÔNICA LAZARINI CARDOSO;i9;Área 9 - Economia industrial e da tecnologia;doc129
INOVAÇÃO E BIOTECNOLOGIA: ATRIBUTOS URBANOS E ESTRUTURA CIENTÍFICA;http://www.anpec.org.br/encontro/2013/files_I/i9-17ffd10f71dad87e3563132fc3eeb104.pdf;AGDA CAMILA JUNCA MARTINS;i9;Área 9 - Economia industrial e da tecnologia;doc130
A HETEROGENEIDADE DO PROCESSO DE INOVAÇÃO NA INDÚSTRIA BRASILEIRA: UMA ANÁLISE A PARTIR DOS TRÊS TIPOS DE INOVAÇÃO – PRODUTO, PROCESSO E ORGANIZACIONAL;http://www.anpec.org.br/encontro/2013/files_I/i9-52667d7049ed8ef05e9df1a9498f6c64.pdf;RONIVALDO STEINGRABER;i9;Área 9 - Economia industrial e da tecnologia;doc131
SPATIAL DISTRIBUTION OF SCIENTIFIC ACTIVITIES IN BRAZIL, 2000-2010 ;http://www.anpec.org.br/encontro/2013/files_I/i9-5e75ecdf091b04b7374d35ee05d2dcde.pdf;TULIO CHIARINI;i9;Área 9 - Economia industrial e da tecnologia;doc132
APROPRIABILIDADE TECNOLÓGICA E DESEMPENHO EXPORTADOR DAS FIRMAS BRASILEIRAS ;http://www.anpec.org.br/encontro/2013/files_I/i9-ac448dbef6dc3d2c12f71c41811219f2.pdf;GRAZIELA FERRERO ZUCOLOTO;i9;Área 9 - Economia industrial e da tecnologia;doc133
MUDANÇA ESTRUTURAL E VINCULOS ENTRE AS ESTRUTURAS PRODUTIVA, COMERCIAL E TECNOLÓGICA: O CASO DO BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i9-b8dfd9d6e893c790b732b1bad8031697.pdf;MICHELE CRISTINA SILVA MELO;i9;Área 9 - Economia industrial e da tecnologia;doc134
FROM EXPORT SPECIALIZATION IN NATURAL RESOURCES TO DIVERSIFICATION IN MANUFACTURING: THE DEVELOPMENT STRATEGIES OF INDONESIA, MALAYSIA AND THAILAND SINCE 1980;http://www.anpec.org.br/encontro/2013/files_I/i9-ff5f7497039b7dd664af4e55e8c78f56.pdf;CRISTINA FROES DE BORJA REIS;i9;Área 9 - Economia industrial e da tecnologia;doc135
GERAÇÃO DE TECNOLOGIA EM UNIVERSIDADES/INSTITUTOS DE PESQUISA E A IMPORTÂNCIA DA INTERAÇÃO COM EMPRESAS: CONSTATAÇÕES ATRAVÉS DA BASE DE DADOS DOS GRUPOS DE PESQUISA DO CNPQ;http://www.anpec.org.br/encontro/2013/files_I/i9-273d7dcba05e09d63a438fefb4c0b8a5.docx;PHILIPE SCHERRER MENDES;i9;Área 9 - Economia industrial e da tecnologia;doc136
DINÂMICA TECNOLÓGICA E ESFORÇOS PARA INOVAÇÃO DA INDÚSTRIA DE BENS DE CAPITAL NO BRASIL: UM ESTUDO DO SEGMENTO DE MÁQUINAS E EQUIPAMENTOS;http://www.anpec.org.br/encontro/2013/files_I/i9-1279694895a7d301b94903dd1eb37d2e.docx;GABRIEL PASSOS DE FIGUEIREDO;i9;Área 9 - Economia industrial e da tecnologia;doc137
QUALIDADE E DIFERENCIAÇÃO DAS EXPORTAÇÕES BRASILEIRAS E CHINESAS: EVOLUÇÃO RECENTE NO MERCADO MUNDIAL E NA ALADI;http://www.anpec.org.br/encontro/2013/files_I/i9-ef4e9b931507a6c04d2366768a43d07b.pdf;SAMANTHA FERREIRA E CUNHA;i9;Área 9 - Economia industrial e da tecnologia;doc138
EFEITOS DAS CARACTERÍSTICAS DOS GRUPOS DE PESQUISA ACADÊMICA SOBRE SUAS INTERAÇÕES COM EMPRESAS;http://www.anpec.org.br/encontro/2013/files_I/i9-88484757bf932ed174d3c031f05d1e95.docx;RENATO DE CASTRO GARCIA;i9;Área 9 - Economia industrial e da tecnologia;doc139
RESTRIÇÃO FINANCEIRA E FINANCIAMENTO PÚBLICO À INOVAÇÃO NO BRASIL: UMA ANÁLISE A PARTIR DOS MICRODADOS DA PINTEC;http://www.anpec.org.br/encontro/2013/files_I/i9-8a7366d29f755d8a4bb2046b46d5e520.doc;SÉRGIO KANNEBLEY JÚNIOR;i9;Área 9 - Economia industrial e da tecnologia;doc140
CONSTRUÇÃO DE CAPACITAÇÕES E INOVAÇÃO EM ARRANJOS PRODUTIVOS LOCAIS: SEGMENTOS INDUSTRIAIS E CULTURAIS EM PERSPECTIVA COMPARATIVA;http://www.anpec.org.br/encontro/2013/files_I/i9-6755272c452e19083f0427776f79cb2c.doc;MARCELO GERSON PESSOA DE MATOS;i9;Área 9 - Economia industrial e da tecnologia;doc141
PRODUTIVIDADE SETORIAL DA INDÚSTRIA BRASILEIRA: UMA ANÁLISE DOS DETERMINANTES A PARTIR DE REGRESSÃO QUANTÍLICA PARA PAINEL DE DADOS COM EFEITOS FIXOS. ;http://www.anpec.org.br/encontro/2013/files_I/i9-46829124707dd1f1d5183193db307929.pdf;EVA YAMILA DA SILVA CATELA;i9;Área 9 - Economia industrial e da tecnologia;doc142
"""IMPACTO DAS EMPRESAS ESTRANGEIRAS SOBRE OS GANHOS DE PRODUTIVIDADE NA INDÚSTRIA BRASILEIRA """;http://www.anpec.org.br/encontro/2013/files_I/i9-25330184c5a2ada814b2a1c4a71065a6.pdf;MARTA CRISTIANE TIMOTEO ROSSI;i9;Área 9 - Economia industrial e da tecnologia;doc143
DOES GOVERNMENTAL SUPPORT TO INNOVATION HAVE POSITIVE EFFECT ON R&D INVESTMENTS? EVIDENCE FROM BRAZIL;http://www.anpec.org.br/encontro/2013/files_I/i9-7acc85281add75205348a46caeddbad6.pdf;FREDERICO ROCHA;i9;Área 9 - Economia industrial e da tecnologia;doc144
CAPACIDADE ABSORTIVA DE FIRMAS QUE UTILIZAM UNIVERSIDADES COMO FONTE DE CONHECIMENTO EXTERNO;http://www.anpec.org.br/encontro/2013/files_I/i9-0c436d7194426f78f269c451edbc268a.pdf;ANDRÉIA CUNHA DA ROSA;i9;Área 9 - Economia industrial e da tecnologia;doc145
DINÂMICA ECONÔMICA, BOLHAS ESPECULATIVAS E TRANSFORMAÇÕES ESTRUTURAIS: DAS INOVAÇÕES TECNOLÓGICAS À INSTABILIDADE FINANCEIRA;http://www.anpec.org.br/encontro/2013/files_I/i9-c9c7cc4257909aa7478a67e73e45c19d.pdf;LUCIANO FERREIRA GABRIEL;i9;Área 9 - Economia industrial e da tecnologia;doc146
ANÁLISE DE REDES DE PATENTES EM BIOTECNOLOGIA AGRÍCOLA: APROPRIABILIDADE E DESTRUIÇÃO ADAPTATIVA;http://www.anpec.org.br/encontro/2013/files_I/i9-7f972d0ad3932e924094bcc0c4a343db.docx;JOSÉ MARIA FERREIRA JARDIM DA SILVEIRA;i9;Área 9 - Economia industrial e da tecnologia;doc147
EVOLUÇÃO DO EMPREGO E MUDANÇA ESTRUTURAL NO BRASIL NO PRIMEIRO DECÊNIO DOS ANOS 2000: UMA ABORDAGEM PASINETTIANA;http://www.anpec.org.br/encontro/2013/files_I/i9-f667d0b1a6b897eeb7641d93065df802.pdf;FABRÍCIO PITOMBO LEITE;i9;Área 9 - Economia industrial e da tecnologia;doc148
DESAFIOS DA QUALIFICAÇÃO NO BRASIL: DEMANDAS DOS SETORES TRADICIONAIS E TECNOLÓGICOS DE CURTO E LONGO PRAZO POR MÃO-DE-OBRA QUALIFICADA;http://www.anpec.org.br/encontro/2013/files_I/i9-bf18736fb47ba571b5aad3d975ddc784.docx;JOILSON DIAS;i9;Área 9 - Economia industrial e da tecnologia;doc149
EFETIVIDADE DA LEI DO BEM NO ESTÍMULO AO INVESTIMENTO EM P&D: UMA ANÁLISE COM DADOS EM PAINEL;http://www.anpec.org.br/encontro/2013/files_I/i9-10d0885d8e8543656887a8a4cb6c4466.pdf;EDSON SHIMADA;i9;Área 9 - Economia industrial e da tecnologia;doc150
SYSTEMIC RISK MEASURES;http://www.anpec.org.br/encontro/2013/files_I/i8-609aaeb672c5614af0442bb5ee8a48dc.pdf;SOLANGE MARIA GUERRA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc151
COMMON FACTORS AND THE EXCHANGE RATE: RESULTS FROM THE BRAZILIAN CASE;http://www.anpec.org.br/encontro/2013/files_I/i8-05f08f80cc6315c01442f4bca3e6ef1b.pdf;JOSE LUIZ ROSSI JR;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc152
PRECIFICAÇÃO DE ATIVOS LEVANDO EM CONTA OS MOMENTOS SUPERIORES DAS DISTRIBUIÇÕES DE RETORNOS: A DERIVAÇÃO DO OMEGA CAPITAL ASSET PRICING MODEL (OCAPM);http://www.anpec.org.br/encontro/2013/files_I/i8-ff6b310ea7087c55dc74d3d04d818259.pdf;GABRIEL FILIPE RODRIGUES VASCONCELOS;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc153
DETERMINANTES DO SPREAD BANCÁRIO EX-POST NO BRASIL: UMA ANÁLISE DE FATORES MICRO E MACROECONÔMICOS;http://www.anpec.org.br/encontro/2013/files_I/i8-bd5422cb2f4d3f48c6f947d64f1d29b1.pdf;FERNANDA DANTAS ALMEIDA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc154
PREVISÃO DA ESTRUTURA A TERMO DA TAXA DE JUROS BRASILEIRA USANDO REDES NEURAIS ARTIFICIAIS;http://www.anpec.org.br/encontro/2013/files_I/i8-f88a8c79e427ff0b7a38db1a5c06711f.pdf;BRENO DE OLIVEIRA ARANTES;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc155
ANALYSIS OF THE STRATEGIC USE OF FORWARD CONTRACTING IN ELECTRICITY MARKETS;http://www.anpec.org.br/encontro/2013/files_I/i8-11e296e2359c06175556551a51667ce1.pdf;MIGUEL VAZQUEZ;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc156
SHORT-TERM DRIVERS OF SOVEREIGN CDS SPREADS;http://www.anpec.org.br/encontro/2013/files_I/i8-27903714a3cda0070e94d867aaa5d273.pdf;MARCELO YOSHIO TAKAMI;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc157
PRESTIGE CLUBS;http://www.anpec.org.br/encontro/2013/files_I/i8-99803102dfa5fc54a3ab5994d88b630d.pdf;EMILSON CAPUTO DELFINO SILVA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc158
PRECIFICAÇÃO DE DERIVATIVOS DE TAXAS DE JUROS UTILIZANDO O MODELO HJM MULTIFATORIAL COM ESTRUTURA DE VOLATILIDADE NÃO-PARAMÉTRICA;http://www.anpec.org.br/encontro/2013/files_I/i8-1964cc28cb8a2cacfed236e67fa5ef18.pdf;NELSON KAZUO NOJIMA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc159
ASSESSING COMPETITION IN BANKING INDUSTRY: A MULTIPRODUCT APPROACH;http://www.anpec.org.br/encontro/2013/files_I/i8-ceeba91024db6288040af63f7f968aba.doc;KLENIO BARBOSA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc160
LIQUIDEZ DE MERCADO, CURVA DE DI FUTURO E A TAXA DE JUROS DOS TÍTULOS PÚBLICOS PREFIXADOS: EVIDÊNCIAS PARA O BRASIL;http://www.anpec.org.br/encontro/2013/files_I/i8-4006919ee1fb740fc02e92acdf7c7737.doc;ANA LÚCIA PINTO DA SILVA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc161
CONVEXIDADE DA FUNÇÃO PERDA DO BANCO CENTRAL E DEPENDÊNCIA ENTRE INSTRUMENTOS MONETÁRIOS;http://www.anpec.org.br/encontro/2013/files_I/i8-0208dbdd878bee642d86bd3867bfdc1d.pdf;RONALD OTTO HILLBRECHT;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc162
FOLLOW THE LEADER: COMPETITION IN THE AUTO FINANCING SECTOR;http://www.anpec.org.br/encontro/2013/files_I/i8-358b281a22c2e6381b1be33572949bae.pdf;RODRIGO MENON SIMÕES MOITA;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc163
ANÁLISE DE ESTILO DINÂMICA DE FUNDOS MULTIMERCADOS: APLICAÇÃO PARA O MERCADO BRASILEIRO;http://www.anpec.org.br/encontro/2013/files_I/i8-17c129e4fdd4b59c9378eceead519972.pdf;ISABEL GAIO SCHUTT;i8;Área 8 - Microeconomia, métodos quantitativos e finanças;doc164
